,PC1,PC2,PC3,PC4,PC5,Class Attruibute
33,3.157145942809717,-0.7632653731029291,-0.31213979506595124,-1.0985670971384072,1.413209451926962,2
34,1.9312899873643496,-0.1458364166295744,0.24620791013991827,-0.5470957254892597,1.1061099734798467,2
35,1.8167288303626505,0.38260883374852495,-0.417526723923959,0.22862781894125375,0.50456404457955,2
36,0.372692252266001,0.25164118059465984,-1.2207353193545667,-0.3463374466388372,0.46013718976582707,2
37,0.7805056495111812,-0.28471975445051617,-1.4648860409256428,-0.7692763614300371,-0.07244895190775293,2
38,0.5135066943547497,-0.16075954065565115,-1.0532816349525806,-1.170287992449368,0.07957046999511068,2
39,0.4776069443443887,0.14673736120626402,-0.20418518551330098,-0.5353191551120122,0.32441891424989316,2
40,0.2704109441815535,-0.0519711322101573,-0.7763450584943805,-0.7292023743813477,0.3377826735553268,2
41,0.3371896973490065,-0.030661608918543495,-1.0535926696561682,-0.679245777789995,0.4118873692328,2
42,-1.276103658307824,0.46566572111587023,-0.051666766989820624,-0.7770858542210397,0.29272040928826387,2
43,-2.013131952122665,0.30158773728860255,-0.4220363103384731,-1.219748926857,0.34176605972313345,2
44,-1.661067150592445,0.32676604160927336,-0.41818421239561326,-0.9924604340620568,0.10465475042192711,2
45,-1.4576412446096818,0.5408298660842763,-0.46666456693788716,-0.7156634943077143,0.12654325024263527,2
46,-1.5328842853693212,0.6267547438392328,-0.6029184724497829,-0.8959968207072285,0.2910781663876533,2
47,-1.4628221721281738,0.6889466669707267,-0.25412822435072757,-0.40773658345974906,0.23242433312092306,2
48,2.7040838035095844,-1.725972181414651,-0.8803605952612498,0.5022330028735915,0.16131743934759069,2
49,0.6795920234017169,-1.129897470298195,0.9509622571989357,0.5684403011139623,0.6628992810708854,2
50,0.8549433811670042,-1.0386724621138066,0.06305273014751778,0.3251438352082202,-0.3055552906328878,2
51,0.07977491835231897,-0.8832477635614893,1.3149187559907491,0.7763034186418896,0.13525957295908062,2
52,-0.011807228126910936,-1.0610826015442822,0.7869961374056658,0.34405656939309454,0.21215808192150176,2
53,0.12564481789333595,-1.0921516367747963,0.8470189324834725,0.7666895251425832,0.04664063523966165,2
54,0.17449536848966632,-1.2455297352566843,0.41158470463976055,0.505432844143078,0.04538592747541179,2
55,0.4059089551755377,-1.3829020540642039,-0.4117815717519383,-0.03785471719132693,-0.03886851433700703,2
56,-0.3929721221915641,-0.7738445549967029,1.0445087615253676,0.7467149256522478,-0.13128851736124833,2
57,-0.5787759410504214,-0.7049160434773151,0.3731704662383063,0.20877365970717585,-0.5392666886591441,2
58,-0.7749827936742378,-0.514720577444906,0.20378767901484304,0.12363567725537576,-0.7267786887978469,2
59,-1.6884291182514932,-0.8389595770189537,0.619867039087136,-0.43824465978607746,-0.28419408044037575,2
60,-2.5344584991058685,-0.7936244023809188,1.536698247047056,-0.5031613950406421,0.308141497911533,2
61,-1.9708742567344621,-0.5800915745861094,1.275067690537258,-0.02913726511593919,0.03412080946255087,2
62,-1.775299894033991,-0.15908150333043036,1.316434346550453,0.23792848245198098,0.11747516726300238,2
63,-2.026157703303394,-0.45012794291538283,1.127140367079241,-0.1739092774550142,0.1760670452434386,2
64,-2.2096057336357187,-0.3043564528858079,1.1605993693981234,-0.09292334688263716,-0.0017558684626493958,2
65,4.228339940643054,1.5311949522645334,1.832531819225035,-0.813439444528593,0.5130438736372397,2
66,3.283231639357164,2.028667706903336,0.7957124310002993,-0.591325221933688,-0.770621589166105,2
67,2.106047103375246,1.5552994251970649,0.6794329220228497,-0.6177615768929762,0.13204592916498764,2
68,0.700451454884995,1.892810363518547,0.6647103269295747,0.24635807516802635,0.24683335710884008,2
69,0.5411930018292874,1.7017279304688386,-0.25398674998651405,0.8098532583043936,0.3002484413522528,2
70,0.5606633023001948,1.9376083919966969,-0.34376733670852605,1.2774316401534132,0.5065435024706537,2
71,1.3621476566895323,1.9466807717055952,-0.5936098597628995,1.0190527727058267,-0.004195765894691546,2
72,0.7515926495053318,1.5747953146698908,-0.07891524803029909,0.16153107850218543,0.23305264876348905,2
73,1.5155346334029085,2.0101004300421894,-0.3964499654934441,0.2655141765858131,-0.017093475236605597,2
74,0.7584112008948615,1.793430394515651,-0.49554266012714276,-0.48306113141421453,-0.4360730291276982,2
75,0.1228523443175556,2.3044318997614046,-0.02900663129232294,-0.036550825680765606,-0.31883468279601834,2
76,-0.40633496754919346,2.1785172713999805,-0.48217408160856223,-0.1463311065926922,-0.436212024458844,2
77,-0.3579735073946187,2.7776502633141353,0.2092619736367614,0.7090572968893771,-0.20405495147469102,2
78,-0.9391255259828488,2.4728913723030552,0.4230223860021657,0.29132312547031686,0.07319966267520679,2
79,-0.9247594347600747,2.6134742843874714,0.49974219265946546,0.5339070265672066,0.12086669419012881,2
80,-1.5788879649839167,2.2702280009484053,0.789014525613473,0.13546355793300144,0.45181249324301936,2
81,-1.1686756598556591,1.9805217731435172,-0.0461325018630626,0.04545933239360229,0.057933682580687006,2
82,-0.029573373099348824,2.5917319563499728,-1.3455338904002507,0.48314537851708583,-0.5711557998465842,2
