Flatness ratio,Symmetry,Crossflow,Flow Velocity1,Flow Velocity2,Flow Velocity3,Flow Velocity4,Flow Velocity5,Flow Velocity6,Flow Velocity7,Flow Velocity8,Speed of Sound1,Speed of Sound2,Speed of Sound3,Speed of Sound4,Speed of Sound5,Speed of Sound6,Speed of Sound7,Speed of Sound8,Average speed of sound,Gain1,Gain2,Gain3,Gain4,Gain5,Gain6,Gain7,Gain8,Class Attruibute,Profile factor,Swirl Angle,Average flow velocity,Signal Strength1,Signal Strength2,Signal Strength3,Signal Strength4,Signal Strength5,Signal Strength6,Signal Strength7,Signal Strength8,Turbulence1,Turbulence2,Turbulence3,Turbulence4,Meter performance,Signal Quality1,Signal Quality2,Signal Quality3,Signal Quality4,Signal Quality5,Signal Quality6,Signal Quality7,Signal Quality8,Transit time1,Transit time2,Transit time3,Transit time4,Transit time5,Transit time6,Transit time7,Transit time8
6.811996667,6.6763225,5.474886333,1485.201,1485.1605,1485.136,1485.020667,1485.153,1485.1605,1484.628833,1485.175,1485.079438,34.02506667,33.36425667,36.67317667,36.92545667,35.21321667,35.41992333,33.733725,32.38606667,34.11946667,33.095705,36.65039167,36.805015,35.95866,35.91471167,34.42871333,32.809245,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.806643667,6.694463333,5.481548167,1485.216,1485.173333,1485.15,1485.038333,1485.167333,1485.174167,1484.641333,1485.19,1485.093813,34.051105,33.35449167,36.674805,36.93685,35.22949167,35.41829333,33.732095,32.39746167,34.12272167,33.12988167,36.64225333,36.80175667,35.94401,35.94726667,34.47102833,32.80924667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8156005,6.676808333,5.464269833,1485.000333,1484.958333,1484.935,1484.826,1484.953667,1484.961833,1484.427333,1484.977667,1484.880021,34.02018333,33.359375,36.67643333,36.92382833,35.23275,35.418295,33.71419167,32.43164167,34.11458333,33.108725,36.67155,36.81966167,35.92936167,35.92447833,34.45963667,32.80110667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.806973833,6.6726235,5.463490667,1484.890333,1484.851,1484.827667,1484.718167,1484.843167,1484.853667,1484.322,1484.871667,1484.772208,34.072265,33.35775,36.67643167,36.93522333,35.23763167,35.42480667,33.74837167,32.42024833,34.09342667,33.11198167,36.65364667,36.80989833,35.95703167,35.926105,34.4515,32.8125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.562751667,4.479590333,3.623175167,1484.7525,1484.729167,1484.706833,1484.583,1484.706,1484.7305,1484.198833,1484.734333,1484.642646,33.7972,33.365885,36.69270833,36.81640833,35.21484333,35.34993333,33.400065,32.51139333,33.88183667,33.22916833,36.66015833,36.730145,35.90332,35.88867333,34.065755,32.94596333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.455322667,3.385591833,2.726621667,1484.509833,1484.492333,1484.471,1484.342667,1484.462667,1484.494667,1483.963167,1484.496833,1484.404146,33.67513,33.393555,36.70573,36.78222667,35.23275,35.30924333,33.26009,32.571615,33.79557333,33.28450333,36.65853167,36.70572667,35.88867167,35.87565167,33.91276167,33.03711,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.458255333,3.381197,2.752755833,1484.593167,1484.576667,1484.555833,1484.428333,1484.546333,1484.578667,1484.047667,1484.582167,1484.488604,33.68489667,33.38867167,36.70898333,36.77734333,35.236005,35.31575667,33.26334833,32.58463667,33.78906167,33.292645,36.65202,36.70084667,35.8903,35.87890667,33.89322833,33.04524833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.461110333,3.389172833,2.747418333,1484.545167,1484.529667,1484.509,1484.3825,1484.498833,1484.530833,1484.001333,1484.536,1484.441667,33.69629,33.38867167,36.70572833,36.782225,35.23274833,35.31087333,33.26009,32.59440167,33.800455,33.29427167,36.65202,36.71061,35.89518333,35.887045,33.89811,33.05013167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.465856167,3.382063,2.73735,1484.510333,1484.494333,1484.475,1484.349333,1484.465,1484.497167,1483.967167,1484.502167,1484.407563,33.7028,33.400065,36.70898333,36.78059833,35.22298167,35.31575667,33.26334333,32.58789167,33.80371167,33.29264333,36.66341333,36.71712,35.89193,35.880535,33.90787833,33.048505,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.461585667,3.380678333,2.7542195,1484.486833,1484.471333,1484.451667,1484.3245,1484.441167,1484.474333,1483.944167,1484.479333,1484.384167,33.70605667,33.387045,36.71061167,36.78873667,35.242515,35.31575667,33.25195167,32.59114833,33.793945,33.292645,36.66015833,36.722005,35.90332167,35.88379,33.909505,33.05501333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.210265,10.06750333,8.658221333,1485.292667,1485.219333,1485.204833,1485.151333,1485.2285,1485.216667,1484.692667,1485.294333,1485.162542,34.55892,33.45377667,36.728515,37.14681,35.31901,35.61198,34.344075,32.48535,34.62727833,33.08593833,36.72851667,37.00520833,36.12792833,36.056315,35.09114667,32.74902333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.978298833,8.780316667,7.540459167,1485.314667,1485.261333,1485.248667,1485.172167,1485.254167,1485.259167,1484.734667,1485.317167,1485.19525,34.337565,33.45214833,36.69596333,37.07845,35.307615,35.56966167,34.08691333,32.44303667,34.39778667,33.08594,36.69433667,36.94173167,36.08073,36.00586,34.83561167,32.78157333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.942210833,7.767884833,6.6205925,1485.153167,1485.112833,1485.099333,1485.007667,1485.096167,1485.111,1484.588167,1485.160167,1485.041063,34.19108167,33.406575,36.69922,37.02311167,35.262045,35.4834,33.89485833,32.46907333,34.25943833,33.121745,36.69759167,36.89453167,36.03353,35.961915,34.64681167,32.809245,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.807973,6.662054333,5.6885755,1485.170667,1485.140667,1485.128167,1485.0275,1485.120333,1485.140167,1484.616667,1485.181333,1485.065688,34.04785167,33.39681,36.68294333,36.95800833,35.26367167,35.44270667,33.73535167,32.47884167,34.11783833,33.17871167,36.67643,36.83431,35.98632667,35.93750167,34.412435,32.87597833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.784350167,6.678651667,5.6931605,1485.095833,1485.065667,1485.054167,1484.954667,1485.042333,1485.065,1484.541833,1485.107167,1484.990833,34.01692833,33.40494833,36.69270667,36.94661333,35.25390833,35.44596167,33.67350167,32.517905,34.11946667,33.154295,36.681315,36.84082,35.98795667,35.940755,34.44498667,32.858075,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.780643333,6.674335167,5.644394,1485.0175,1484.9865,1484.974333,1484.877333,1484.963833,1484.988,1484.4665,1485.031667,1484.913208,34.01041667,33.406575,36.67480333,36.95149667,35.25716167,35.45409833,33.74674667,32.47070333,34.119465,33.17057333,36.67643,36.82291833,35.99283833,35.96191333,34.45149833,32.843425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.785347833,6.6820135,5.694465833,1484.956,1484.928333,1484.913667,1484.814833,1484.904167,1484.923333,1484.404667,1484.970333,1484.851917,34.03971333,33.41308667,36.69759,36.96126333,35.24088667,35.45572833,33.67024833,32.49186,34.11621167,33.164065,36.68294167,36.83756667,36.00260333,35.934245,34.41731833,32.88574167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.792208,6.653008333,5.689049333,1484.910833,1484.8805,1484.869833,1484.772167,1484.857167,1484.881333,1484.359,1484.9275,1484.807292,34.03157667,33.419595,36.69270667,36.95800833,35.25390667,35.46061,33.68489667,32.496745,34.13086,33.14941333,36.68945167,36.831055,35.98144333,35.96517,34.44335833,32.87760333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.805681333,6.676028167,5.643527333,1484.916333,1484.884833,1484.8745,1484.7775,1484.864833,1484.886667,1484.363833,1484.9295,1484.81225,34.04297,33.41308667,36.69759167,36.94824333,35.26041667,35.47037833,33.70442667,32.50488167,34.10807167,33.17220167,36.687825,36.83105667,35.97981667,35.97005167,34.433595,32.877605,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7273925,5.6130755,4.7944495,1484.894,1484.872667,1484.8585,1484.755833,1484.841167,1484.873333,1484.351833,1484.9065,1484.794229,33.92903833,33.39843833,36.70898333,36.90429667,35.24739667,35.40039167,33.54492167,32.53906333,34.01692667,33.19336,36.67968833,36.78874,35.96354167,35.93261667,34.24479167,32.92155167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.580851167,4.488268833,3.797101167,1484.869,1484.857333,1484.844333,1484.731,1484.817667,1484.857,1484.334167,1484.884833,1484.774417,33.80533833,33.40820167,36.71875,36.83919333,35.26367167,35.35156167,33.38541667,32.57161667,33.90136833,33.24706833,36.66504,36.75781333,35.93424333,35.91634,34.07714833,32.99967667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.431469167,3.365958167,2.834159667,1484.812667,1484.8065,1484.793,1484.675,1484.761,1484.805,1484.283167,1484.828333,1484.720583,33.72396,33.41796833,36.73177,36.796875,35.25228167,35.33365833,33.25683667,32.62695333,33.79882667,33.325195,36.66666667,36.72526333,35.913085,35.90331833,33.89485667,33.09407667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4495795,3.352471833,2.8288365,1484.757833,1484.751333,1484.737333,1484.619333,1484.705333,1484.750667,1484.227667,1484.773667,1484.665396,33.70931167,33.41471333,36.72363333,36.805015,35.249025,35.336915,33.26985667,32.62695333,33.80208167,33.32356833,36.65853,36.722005,35.91471333,35.90169333,33.90136833,33.07129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4409205,3.360673833,2.801864,1484.701667,1484.6955,1484.6825,1484.563667,1484.649167,1484.694833,1484.172167,1484.717667,1484.609646,33.69791833,33.41796833,36.72851667,36.79850667,35.25716167,35.33366,33.25358,32.630205,33.80696667,33.32356833,36.66341333,36.73177333,35.91634,35.90494833,33.90787667,33.08593667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.445716333,3.356722333,2.831300167,1484.685667,1484.679833,1484.666333,1484.547667,1484.634167,1484.679,1484.157,1484.703,1484.594083,33.71093833,33.41796833,36.72526333,36.80664333,35.24576833,35.34505167,33.26823,32.62044333,33.80208167,33.33333333,36.668295,36.72851667,35.91471167,35.90332,33.90787667,33.08431,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.443716333,3.3738,2.809852667,1484.668667,1484.662167,1484.649833,1484.531,1484.6165,1484.661667,1484.14,1484.684833,1484.576833,33.7028,33.43261667,36.73502833,36.79362167,35.25390667,35.34505333,33.26334667,32.62369667,33.7972,33.32519667,36.66504,36.72851667,35.908205,35.91146,33.91276167,33.09082,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.440941,3.367800167,2.785963,1484.647,1484.6405,1484.627333,1484.509833,1484.595833,1484.640833,1484.118,1484.663167,1484.555313,33.70931,33.41634167,36.72363333,36.80338667,35.25716167,35.33691667,33.24869667,32.63509,33.81184833,33.32031333,36.66992333,36.72689,35.91796833,35.90820167,33.90624833,33.094075,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
