,PC1,PC2,PC3,PC4,PC5,Class Attruibute
31,2.0536480544844657,-1.371414269013272,1.4469152407636845,0.6962072399844051,-1.1704231584395852,2
32,3.247656487699095,-0.7827997758617264,2.11676994220024,0.6744888317363135,-0.09254999834981728,2
33,3.7392161034606435,-0.1236986940262828,2.054134117793354,0.19022837962414896,0.12495503510887708,2
34,8.652239407134415,1.9457138368662397,5.784953220643897,0.4060087847884834,4.2226181102277245,2
35,-2.4098400689322714,0.04269414832597846,-0.7210396375293543,-0.5994158908205284,1.4102797309360258,3
36,-2.4449699569000134,0.12748630149707135,-0.6853021753529503,-0.5315290694069074,1.2724747394818812,3
37,-2.3205298207478604,0.001209155109622526,-0.4890791325471992,-0.41271476036641297,1.274181450145379,3
38,-2.187280994679009,-0.10425142770091081,-0.47173771197674785,-0.40875376770649996,1.244668090147497,3
39,-2.23128002907264,-0.061490101014758845,-0.4984457869402411,-0.40363562137347647,1.196842468320243,3
40,-2.1433552667689595,-0.16335294789963126,-0.44300727282713737,-0.3651769843025932,1.1860030482607964,3
41,-2.1118094827527947,-0.18735297842332116,-0.4464065837877605,-0.37184714528223917,1.209183065200793,3
42,-2.231221595619156,-0.184869290419528,-0.48578943582234096,-0.35785508367199487,1.190723597837297,3
43,-2.0047628545581624,-0.07650398989915938,0.16111841422012171,0.015188448366690676,1.034208166977142,3
44,-2.050260753146749,-0.022197537099876447,0.11807319668820175,-0.006399110938779624,1.0032091536209238,3
45,-1.9238846271973744,-0.19171349744467284,0.16042411272180618,0.026292913182662175,0.9637131616294343,3
46,-2.0782592949279137,-0.10983464076283733,0.18133494055687222,0.04697026293351193,1.0813689099737378,3
47,-1.9511600367001694,-0.09156156836081795,0.09483605296337383,-0.026536759242311848,0.9483297106193669,3
48,-1.9598782134681079,-0.13156586170859308,0.1702800709513497,0.022844980916410716,1.015325400567861,3
49,-2.067171184081653,0.17706752745688498,0.31562178643297245,0.10774186987071016,0.9754154075116755,3
50,-1.9519679145126887,0.0805881197960279,0.32383628709821277,0.12244583112760109,0.8893360354259842,3
51,-1.9521588163430348,-0.2096218545908008,0.021610103543182074,-0.07929892836063424,1.0694630532233844,3
52,-2.0659942114993326,-0.16961457248727363,-0.24633951719893465,-0.2612073179558262,1.1791962413608463,3
53,-2.223036008516631,-0.150528804694774,-0.37373876590791016,-0.3040642552810501,1.1947393694097055,3
54,-2.1422432464631935,-0.17438756541229472,-0.3678787860271492,-0.3338072058934284,1.2188471624190917,3
55,-3.1444046963861747,6.09698097372215,2.0456122440258078,0.8114727999339676,-1.7976366463939788,3
56,-2.032042923145024,6.406483550969632,2.347311094673135,0.6921615587608011,-1.7897882637441596,3
57,-3.8478714274976307,5.6613292829019235,1.1016396898051821,0.5698606113671453,-3.8606395947719547,3
58,-3.405483814131848,4.755865449502136,2.518175632466918,1.1909639721215826,-0.7888313390799718,3
59,-2.2894883116829314,1.0346261632231564,-0.19422581391895868,0.10997445582204475,-0.05804228670482835,3
60,-2.352333999815074,0.8273993930716512,-0.26004928943277833,0.07040657475449023,-0.037519685977778716,3
61,-2.3362055549876195,0.7275727597931986,-0.26961096356202635,0.09602128453758228,0.021510671445914488,3
62,-2.3906964622015314,0.7983752783676031,-0.43624915482562,-0.0520898840040372,0.19402996495394767,3
63,-2.4295853147257214,0.8329410655487522,-0.42629991542733653,-0.06496993920492947,0.23203295538353574,3
64,-2.486759321082394,0.8674361267375634,-0.38072191133316136,-0.08599499689089787,0.2621521523994357,3
65,-2.578564554390178,0.8780133827254104,-0.3492891255281336,-0.08176188067030578,0.2625571427640564,3
66,-2.610511916766722,0.8717664240383253,-0.2957542457368558,-0.03440574366872379,0.27531592332217064,3
67,-2.3957413874673876,1.142578627423773,-0.7843193983554778,-0.2911630494026607,0.25384685701498355,3
