,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,Class Attruibute
10,-0.8662723503437592,-0.34713245307753,1.094458869233842,0.9516446311000843,0.13800230652693213,0.0012265735432158817,-0.0002858552883053332,-0.46882571677945056,0.10437275825989663,-0.31352606550505274,-0.07671614124664196,-0.13340060522076885,-0.17033083871338636,0.08546586101561975,-0.12872064497328983,-0.06986285511963536,0.05738115730688521,0.0187844779981432,-0.07352042392586622,0.03324058680713739,0.011491457448537667,-0.007739676899789243,0.006131888899914419,-0.02808479459792236,-0.008486011765239916,0.0026979843363442533,-0.017171016949005177,1
11,-0.8587497340862054,-0.3522387326982104,1.082464203525059,0.9570366958413036,0.13388696932426758,0.006735360071206152,0.00476023511416952,-0.4627657743252338,0.09847655937652426,-0.3231425154213819,-0.07482350536786872,-0.13594564099341802,-0.16679180239222166,0.08765504582357728,-0.12020137820564401,-0.0736386723704182,0.05327780772201925,0.0033827077454087477,-0.06947429213697659,0.04133985321639679,0.006232094031350338,-0.012535444390925419,-0.007234696835327091,-0.03219067876839829,-0.016309601372563536,-0.001826001795002323,-0.012065706851836243,1
12,-0.8800368515099911,-0.3584760302639414,1.0935074037075292,0.9505917472795814,0.1672668446846197,-0.01467049038776501,0.01738452853658536,-0.46136048035319016,0.09567378575145026,-0.3240744068083434,-0.06969957359164783,-0.13791574638620197,-0.17166198808024383,0.0856037074203568,-0.11322853894748537,-0.07356599475039453,0.05854515576904217,-0.0021295841551647885,-0.06802148825861108,0.03517049325230675,0.009542802964297074,-0.02072165540729859,-0.025158343966456644,-0.04331514010450811,-0.05006352797539314,-0.012281043696673334,-0.013914863192824499,1
13,-0.8509360155795226,-0.3506861169131896,1.0658087558526839,0.9515059200867909,0.15064749529929666,0.010589260074812885,0.0012477038961990284,-0.4613412062725672,0.08595432723796173,-0.31151347555595177,-0.08215720997334602,-0.13182797401840088,-0.1694487133758149,0.09256043400103665,-0.12283091148764065,-0.07218789618870108,0.04118205776700515,0.015186424212061225,-0.07614420600040474,0.043576741956613915,0.013635614118331082,-0.011609507766970124,-0.004533698094610876,-0.037003244500252525,-0.024706650122318045,-0.0207345701108821,-0.016565594241272737,1
14,-0.8549313262356927,-0.36189690126514296,1.0678558979783825,0.9799766074694183,0.13233799655227832,0.01202186986720681,-0.009291432319042623,-0.46259765355717053,0.09237982463362537,-0.3206456883460756,-0.0836598554479509,-0.14331557499582642,-0.17389921176782885,0.09494404913879166,-0.11767678088825292,-0.06702752158101577,0.055873103613191304,0.018141151187618984,-0.06379762717752217,0.03161241162740455,0.05108798768606876,0.0005222703320265739,-0.0011744890616704673,-0.026686109479419403,-0.0011620629897508676,-0.018212095407387278,-0.02784437805826843,1
15,-0.8547680585838128,-0.3590537994206641,1.041254351459204,1.002942972391476,0.1681865523589697,0.014144055253837192,-0.011948898593682759,-0.46752606740912844,0.05197010824761056,-0.3152016493064013,-0.09308651206238192,-0.1370494829341995,-0.1758351831471033,0.0940344523811551,-0.09979395193347605,-0.0753892351707796,0.050116430184965144,0.005657022876148506,-0.07574162385657536,0.031109027596903198,0.04922376073153416,0.007491883844666988,-0.0077555079145303265,-0.0240353456884752,-0.008797288643546645,-0.030920946793536658,-0.019894407237533156,1
16,-1.1150933042148357,-0.10471457097490094,1.778041610254204,1.5927876539945693,0.2832645902429379,0.34826902231585233,-0.2287204728465274,-0.8003169813644793,-0.029411268160983037,-0.3984250972547011,-0.16054208325922972,-0.16366116755661525,-0.1599000875499067,0.1014203391923261,-0.17927566289260483,-0.09373255249789655,-0.019210504767060082,-0.024236865727390925,-0.20034584228007715,0.10051794526871925,-0.025281777048567683,0.0019076993248284678,0.03308629057757211,0.0379650192524421,-0.021887620200357966,0.04006511409811843,-0.002315205901250714,1
17,0.24265207240716544,-1.00655590906746,-1.865929414440931,-1.390062807635092,-0.09944604857073805,-0.991131823828257,0.7292192671729941,0.2576330166199082,-0.11207725784799949,0.35309262028636496,-0.03677343032525066,0.18697469176168072,-0.007739813575152059,-0.21327757311270792,0.17150352149335935,0.20218588039548552,-0.04042412788265215,0.021857216472343444,-0.020128249199949006,-0.07129020311695128,-0.010240218866773315,0.04990295874966493,0.002462820726897379,0.09573433417180172,-0.033964990520332215,-0.0005964999618881987,0.004576734157922237,1
18,0.3091512923068323,-0.9688461986224931,-1.8024879739808535,-1.3817432649684838,-0.14953678735120463,-1.0293786955455744,0.7417198938694608,0.2137774399078048,-0.08130392674060874,0.34622454932452207,-0.026900062779464443,0.18182911983711456,0.013961328204672345,-0.24712063283564228,0.18318789469621655,0.23878309757885555,-0.03225138877920344,-0.027317102187414493,-0.03089411099089259,-0.09518655441643134,0.0211509729415231,0.008285941730770477,-0.016115534890072634,0.21075607777330704,-0.012970123440269326,0.17500180093977066,-0.016408236980034758,1
19,0.04179465879064063,-0.8307530391602309,-1.6472971666139293,-0.9821490805519765,-0.08167004050961273,-0.7418048557039052,0.7415852690011975,0.2022060080633593,-0.2250549406207503,0.3336596174596852,0.023933800814695885,0.17075138588681663,0.08253076382702157,-0.04405149799226946,0.043641095588732914,-0.04586965312814212,0.11720805778634277,0.016892861425442784,0.02661122832140338,0.00900844945234885,-0.02898760186697132,0.002858424844183653,-0.0065460075351759925,0.04458576265095661,-0.03816343364762999,-0.0063739256761882026,0.005275279504848688,1
20,-0.13638957512448197,-0.7705176129700024,-1.2105678945273606,-0.7029974797211734,-0.07053663212766495,-0.6533977903696915,0.5990445865777082,0.09814537538374295,-0.1424873887932632,0.2322543553376321,0.014747631914203835,0.12150628107923114,0.021612926520439342,-0.03969011073925551,0.022631719713899892,-0.04315171568406658,0.14231642230181796,0.02993868063766665,0.02154646658451462,-0.04147755221020697,-0.01786582392257749,-0.005386961635017963,-0.0050613133745234145,0.016028887516270608,-0.0006810426821216785,0.026666641985337743,-0.005172679563717144,1
21,-0.11549251843778027,-0.7907957430989967,-1.231615683260859,-0.6674924343682109,-0.05132982327639636,-0.6566455106933579,0.5979592877842242,0.13750885031188906,-0.16302249156297746,0.1996672801890961,0.003220950666737948,0.11768217159467832,0.002323687556819857,-0.025839951049399165,0.05159259679281148,-0.047293662764886626,0.11507470662972537,0.009574632257065814,0.053844365547421225,-0.026681062591208175,-0.0015645457254297049,0.026115950184732405,-0.008628399020604268,0.018315013224540645,-0.011725577343816941,-0.03048797336912082,0.009114481320975589,1
22,-0.15428049286891302,-0.7755733851970492,-1.227723872751248,-0.7117131234756202,-0.05208785856209837,-0.6622023286995532,0.5861487501102849,0.1095621937776656,-0.16425408315373374,0.23395128196729933,0.0018085898630679374,0.13707574421021837,0.008130991362840154,-0.046998477990712814,0.034973850925001264,-0.03003337996803852,0.12260539227840571,0.02105450042041327,0.050137204024789696,-0.04224005146547313,-0.03485476344812252,0.02019101105994108,-0.0027101997510283506,0.012147982846445872,0.0003064077001069458,-0.00036804066766611286,0.007957966358312063,1
23,-0.12243816318618936,-0.7842227087687115,-1.2250909818683617,-0.6614962247023468,-0.04594632842747682,-0.6534871685661089,0.5763178831129132,0.13693964868830857,-0.1768808734832091,0.19508492479567863,-0.0059338247374865144,0.1253867281696381,-0.0073089716941958805,-0.033170826391345935,0.05839040707280121,-0.05779368824940637,0.10866749282938892,0.009616631968599248,0.04872886602763654,-0.05843166610856329,-0.0038114852587023407,0.012958485326488663,0.0024632081913369317,0.017126866520073305,-0.0068569841424015315,-0.01591927832276884,0.014531571750786359,1
24,-0.11350062402607826,-0.7848200421148348,-1.2410260775439195,-0.6992162776012454,-0.04409517554085415,-0.6416486702469281,0.6053358516738767,0.12376067247447879,-0.15562352278025185,0.22043797582874752,0.007457144444714299,0.11656028337143749,0.013072259937075295,-0.02293589879134054,0.028857108053114634,-0.04860514436526508,0.10675403957355306,0.030574892455962514,0.03069073384681828,-0.00886191265431516,0.014004318260364225,0.010031616816332899,-0.012880307954207087,0.02775878403948338,-0.024856259262796304,-0.029249981244833866,-0.00441105898251291,1
25,-0.0868094392800298,-0.7496451897475688,-1.2127863448025,-0.7060183240370052,-0.04253129509132571,-0.6464121175318349,0.6432596689621803,0.11116521548779344,-0.15675912935713898,0.22410107400405566,0.02097039856959868,0.12715156686281484,0.04308539426615804,-0.024848110278735888,0.01611472076287849,-0.062237861539768985,0.10747448522786765,0.0016231366726738039,0.014200906523416587,0.01558598533981597,-0.01834076424885083,-0.02150076807920528,-0.020584544568254967,0.06918258497876938,-0.044968354659336955,0.03490934038524305,0.003476790126078137,1
26,-0.2483476090745063,-0.7019943205355393,-0.7825798101921135,-0.3737046364873887,-0.018096909928715453,-0.5414600753469099,0.4885894846292988,0.019071967655465462,-0.08347235349349992,0.1166372992276417,0.0032044627196858577,0.07395642028735727,-0.03703032161425593,-0.0008974912539713075,0.016853753687891333,-0.05402759525742302,0.12951565021457453,0.01830747905505198,0.011680663473130438,0.00572783454724552,-0.02679758024156507,0.034966276249893076,-0.004466446446611192,0.030876178661992045,-0.017442851568824073,-0.02231965112622291,0.01086121371574378,1
27,-0.43510945962504993,-0.6272318487205206,-0.3305551169247447,-0.0198685410995341,0.042976145325694215,-0.42474146103816823,0.3388268211544752,-0.10280130669246525,-0.06666319727671259,0.010962780362198938,-0.024763073894592185,0.032590963384093286,-0.09509695960057898,0.008921204892129265,0.02220199983206413,-0.05063123196194493,0.1334780400602415,0.002710280587470925,0.004778179470693938,-0.027083675329843872,-0.040429746776160416,0.03970905183170731,-0.004908057105684113,-0.009076973825195903,-0.023137646476850644,-0.04824533029026418,0.018774802870338198,1
28,-0.7296165022432521,-0.49463014421066875,0.45527580796847883,0.5194935413731107,0.08539323893546338,-0.201467111416795,0.14755771223903089,-0.3296021515944671,0.033352991104649427,-0.15586624622866516,-0.0434786632016067,-0.07034494799422222,-0.1395007110505292,0.03984530061484836,-0.04933771909971722,-0.02976494549717803,0.13106843053569225,0.009009893746220216,-0.006862290976519338,-0.00503171323936109,0.018971478219109553,0.03659324659783221,-0.014836412066766632,-0.017250362197183927,-0.024666951652098854,-0.036371606443385635,-0.018207196033243993,1
29,-0.8421069276850401,-0.3502311835954429,1.0302949449556402,0.944302410699461,0.15022796425109394,-0.01619829837883293,-0.025079367666261308,-0.4533193810899943,0.08646437983746033,-0.3013876161024302,-0.07263459276364667,-0.11489683459259054,-0.2008004068788702,0.08014211571254946,-0.08124218976223559,-0.0887350847711294,0.08133741977968581,0.004182454623257584,-0.08930891222096686,0.012022547986301167,-0.03296876981953829,0.004202988646902811,0.0031460243500786122,-0.01627408621781821,-0.00843242496962859,-0.006473100546685329,0.010950062457423528,1
30,-0.8730513336308169,-0.3656996067082919,1.0464627111002844,0.9536057884408553,0.15574792786322703,-0.02169483725860489,-0.04221731755599121,-0.4581693521932325,0.08785271153302396,-0.2974489141790202,-0.0807443227130966,-0.12237607119828994,-0.2110069166633339,0.08585558888074273,-0.08380537268668987,-0.058909999673257225,0.08271451365787677,0.01859505330616271,-0.05475475272924336,-0.013789979227982144,0.02640223512996426,-0.004004339988726443,-0.01433106844799094,-0.031813175579208576,-0.030451364816313452,-0.03021022404607374,-0.021220621967918563,1
31,-0.8487568268032156,-0.3570523732720191,1.0363120916796902,0.945705795472701,0.14198558267741127,-0.017034323996279317,-0.030687770492932632,-0.4535834713568296,0.09044642399372405,-0.2995272814073823,-0.07786144587299812,-0.12083374470222132,-0.20029239490734047,0.0858118499669693,-0.08988926323201082,-0.06921824597851287,0.07715232952034835,0.014837682395388,-0.0665135431107045,-0.001853396002449256,0.005302657019570011,-0.008199975573859668,-0.006732016586587737,-0.030263868848615698,-0.013745892607604098,-0.012823299315961838,-0.012637900173824334,1
32,-0.8706990591776276,-0.33733996853144377,1.053498042773632,0.9313803350666303,0.15403157323068473,-0.016660551680657727,-0.041007266562966424,-0.4697095929369405,0.08914205978365877,-0.28791235517319397,-0.07259904087666166,-0.09688266098722492,-0.2098389104773951,0.06678390574719471,-0.08294643714742359,-0.08530783200681602,0.0882230145585444,0.0018484920712938944,-0.08487472342398997,0.01704310182700744,-0.048398407765318015,0.033659115099730345,0.02398082015294515,0.04101288283976587,-0.007306005002158258,0.014199354890726174,0.02284492213543704,1
33,-0.8477675150317077,-0.3355203390096733,1.0443782258338905,0.9333333936987536,0.16252091569224072,-0.009397469289483753,-0.04365100232901167,-0.4580166163590444,0.08291708533459478,-0.290096171282725,-0.07891478546200087,-0.09672013416406278,-0.21299764452869618,0.07659796858156767,-0.08427080283706014,-0.09150415151586835,0.07029279363816482,0.010102135580298053,-0.09287031826825932,0.017824236862555392,-0.04674930586907204,0.022281490100373585,0.024225865255723428,0.02394288799478821,-0.01596667030135698,-0.003841067728247383,0.021952499012213956,1
34,-0.8460907016199891,-0.3439430739430425,1.0477792471160112,0.9444847388358935,0.1427468674517851,-0.013086373073439213,-0.01605141444775656,-0.4655630165101075,0.08754019351798764,-0.29377037098805187,-0.07600953158297298,-0.12214586098684757,-0.18371493070721373,0.08601417871406124,-0.10489443317767416,-0.06707058980465157,0.07189914830580432,0.01267726315734999,-0.06990331132584374,0.008987845649863893,0.013626456589750707,-0.01938557333273201,-0.011225134060974183,-0.019058265095932066,-0.015869553957650086,0.011105624825651453,-0.02091425818201977,1
35,-1.1345094404864915,-0.1480948011004248,1.877889858022916,1.5038703305970798,0.24560754781652228,0.2530583813088991,-0.27801334874352923,-0.7127604254584281,0.14868435118831122,-0.4254809743629467,-0.13153164636441853,-0.17292018597499592,-0.2580902369278844,0.12062620369814955,-0.1887983805728343,-0.050451475851544005,0.010243866076228991,0.04160326992067012,-0.11386676356045072,0.047233414377289874,0.0034708035803899663,-0.00458315721061867,0.014694378062050439,0.006557221935465413,-0.011665459778576078,0.009725982956342949,-0.030512561069284166,1
36,-0.9241077477796554,-0.2694714695818224,2.174982762230694,1.3270333297692911,0.344265817705215,-0.037350621783846176,-0.6319675043891136,-0.5645822535173095,0.3625613872033344,-0.5944934308621663,-0.31026401541411475,-0.1015323722106932,-0.6195733423905613,-0.05332495523026092,0.062775577731468,0.26285485194567826,-0.3407727613324169,0.022750582428672103,-0.09474255456558031,-0.25213460436236224,-0.07841051559433046,-0.04537306375890848,0.0052036843676514415,0.041269917790909605,-0.0303143930770373,0.012639179909097763,0.0315540957890748,1
37,-0.6939860894604342,-0.4303780653516254,1.433107274360535,0.8012199021358181,0.23627719942392764,-0.2780581212966014,-0.4048103790255727,-0.37109044709917755,0.3044716681756109,-0.42902814556501595,-0.2842989592351861,-0.04933285632825734,-0.531365487593084,-0.09007605769715983,0.0841447834146676,0.31588174646896494,-0.3067694360129514,0.04757828006661818,-0.013835344131663747,-0.29499728626331767,-0.03493454975484372,-0.05121850350962715,0.0011881354953689148,-0.025784978081702485,0.03132885614005465,0.010745763930955264,-0.005214646789457437,1
38,-0.6981197212275178,-0.4274258155013534,1.412234393647995,0.7983206449341632,0.2555005099094928,-0.2740670343072823,-0.4007155312000816,-0.36955142065427293,0.2730858060722917,-0.43475032433371585,-0.285573328485405,-0.03976888543066075,-0.5266891644482874,-0.09850204453766864,0.10343520374791185,0.3034809033365988,-0.31824358166684985,0.016811477816789717,-0.021828209868214342,-0.2950179155517841,-0.08123819323255446,-0.06911344315239382,-0.01975927360223782,-0.04971697789437372,0.010097493829594911,0.008698644561812368,0.01715649666918382,1
39,-0.6984171510060804,-0.4311779495835882,1.4413261714622365,0.8064247080325774,0.26441310635282084,-0.28765492693836814,-0.418461367604706,-0.35456937362335794,0.29643692480643125,-0.4483360460087747,-0.2873325425517912,-0.04453415828070141,-0.5506124923007472,-0.0920861667516106,0.1018050846732741,0.2962127356092829,-0.3185351105709083,0.03371568863363786,-0.01735968380099363,-0.31774020757791815,-0.04043441841026832,-0.07250758621616657,-0.014935082788084994,-0.030735199525998166,0.018832296756700492,0.018295720397795503,0.0065523354136412856,1
40,-0.6842907809141517,-0.43259938957821686,1.437174471833332,0.78604914582341,0.24040224588594514,-0.27427769424551707,-0.4064705894215699,-0.34410690585671405,0.308642364580807,-0.4580319121260247,-0.28076058484101996,-0.043363252243766776,-0.5434176209295258,-0.09139125413978527,0.09771076013038832,0.29218734547484554,-0.33087836746878346,0.024396737340004363,-0.012525930359371853,-0.2867693303196956,-0.07257407258135772,-0.06128102301205586,-0.006461348432938585,-0.02541682299420972,0.013082808776853076,0.007721297569852791,0.02341952170111812,1
41,-0.7195534834633688,-0.4282393730280881,1.4139999843590607,0.7761614101437136,0.2530410421913663,-0.25904576881615016,-0.38311715131057944,-0.3889805466219486,0.2765470146498203,-0.4212008797812628,-0.2824223594403626,-0.04793926799757002,-0.5087922876642818,-0.10321812910880526,0.07918739640001544,0.31353848622662844,-0.32512418577881574,0.034110684653115717,-0.026137878602034505,-0.2690298156720882,-0.06956108233589757,-0.053820365327319805,-0.007223015082026468,-0.04914543007289266,0.005897752424601,-0.006311200624651008,0.008473162799118257,1
42,-0.6634052853064548,-0.4300521224360154,1.4239967667368252,0.8182325851526006,0.25228249871230257,-0.2714555092936666,-0.41724464476607687,-0.33790539264374286,0.29500275107578344,-0.46583086594334844,-0.2915414839731213,-0.05117781117940739,-0.5484086921101353,-0.08458288084505611,0.09969520331451555,0.2778570585491511,-0.338955077358369,0.034025524832313296,-0.027028373815158095,-0.30632812654761427,-0.03335947703188794,-0.07192566462045798,-0.005306977921109087,-0.027136316969152495,0.04743848492868903,0.021282760353888704,0.01307351820961446,1
43,-0.19879747389912183,-0.506113865809978,0.6842622908326226,0.27712323024407387,0.07815084363845935,-0.3198776962389052,0.07993112784022584,-0.1770169202028593,0.250421128726129,-0.32969217302434045,-0.20726103022715464,-0.07222429937652887,-0.23908316519440917,-0.054155308588958916,-0.02940158831995796,0.23097918602979384,-0.42891951652808824,0.035715534613121803,-0.12662443244713653,0.02838117235494838,-0.08705453646161357,-0.09486003166232322,0.02230762478088156,-0.06161250561087625,0.017059162501801294,0.00861996160155231,0.011290259439515225,1
44,0.09188332104711577,-0.6428519447591704,-0.16666217303967606,-0.35377594809934887,0.032644360915216025,-0.5698712232492843,0.3101211270751402,0.0562511394856098,0.1286266173071147,-0.12409155847323913,-0.2015236465555831,0.04045107227113,-0.15897811398869016,-0.09169250571238387,0.0008077177296675761,0.2632967397766897,-0.46879677873991366,0.04545731494878588,-0.05871967651578603,0.002651891411360933,-0.10403770041067104,-0.12034057523164995,0.010791301006226049,-0.09420745910520775,0.016143040925560483,0.004839527964692475,0.005578356151865489,1
45,0.21950808083466797,-0.6934226879761727,-0.577055434664661,-0.6691052041531198,-0.017789864018475324,-0.6523653808330462,0.4287334336510332,0.12764695140229917,0.05617020559021683,0.00016168440469941107,-0.20058110587900557,0.09346512198756637,-0.08443018161099954,-0.11741056246274506,-0.01266790330235733,0.2938076436978854,-0.4915440954586908,0.06057856249649479,-0.037025160267910355,0.0031451168837309715,-0.11429625858235536,-0.14487107811887515,0.017807581312406662,-0.11745554519792212,0.01182508979151114,0.01340490571867246,-0.0100736478923475,1
46,0.38183603315369186,-0.778731367567314,-0.8555247622141413,-1.0588213529787662,-0.11457405794358037,-0.8326994603719239,0.5572677033402891,0.3180977204217387,0.19012361408657483,0.03798388151511157,-0.143715683337916,0.12754835485681199,-0.08974662942060654,-0.11985418460507954,-0.030560326012935176,0.2964192527727201,-0.48547407223229416,0.08985843861755573,0.027763011742522197,0.010494109176586768,-0.1456224844545133,-0.1652867430581923,0.01748141889617604,-0.10073087282426235,0.020152298647596458,0.05439478853471646,-0.0037088371313842104,1
47,0.4384586925407206,-0.7745754620785977,-0.8318619585791375,-1.0386834482436806,-0.1423569179308465,-0.8234545758728582,0.5659777045319124,0.32825883682978535,0.2367191768961264,0.0391555278262282,-0.1324966115757563,0.1140247438836968,-0.09444140530862094,-0.09201153175364618,-0.04442132779663658,0.28678122046972476,-0.46650636926732864,0.12072336080203694,-0.0013227748215027453,0.04669260709691985,-0.1486178826942127,-0.13479439565772403,0.04627519371264355,-0.08495170234903386,0.019045548113269008,0.03504072584418272,-0.006431855352680725,1
48,0.446483686221108,-0.7735129402714056,-0.8490069167365782,-1.0042797085667583,-0.10857166326170493,-0.8274141603846096,0.5650223568071975,0.3338549330751821,0.18964675969912165,0.046786763391010275,-0.14772782648441896,0.1296985184466754,-0.0931861380006973,-0.07899773016394329,-0.019649020834185883,0.31873017133688264,-0.48504265437929805,0.08884164278057599,0.03883063882113357,0.05868010727466885,-0.16035984995534602,-0.14395724496692758,0.00855801637954325,-0.10918907580402572,-0.025381147032243246,-0.020627205092895878,-0.009213788255719637,1
49,0.33674043695526995,-0.7901261199107055,-0.8192501213273179,-1.0157057178627409,-0.07322364666974247,-0.8928377136916537,0.4735816258978603,0.312866645541005,0.2025173412279315,0.08538287840627988,-0.15197818591426804,0.16584824781379423,-0.16819832806847734,-0.10982922015959576,0.02799118018348104,0.35467203124661545,-0.40916311753186124,0.10088633032167596,0.06867452491852066,-0.04699411111138178,-0.18211593231249584,-0.12249035575757562,-0.0011370633770634824,-0.1046922183761228,-0.024799367419895597,-0.017094923808494325,-0.008848943621278246,1
50,0.39473513496168283,-0.7945244259710388,-0.8327031944413426,-1.0037699143785301,-0.10060643309950286,-0.8863418821369432,0.4960682765184841,0.330323615700857,0.2289477249112429,0.07773003048225106,-0.14278540675032872,0.14765031222850813,-0.16012742149926176,-0.08778204170437277,0.01881079391872566,0.3429048487537346,-0.4026113571570063,0.11527154374035291,0.04747953733951932,-0.01609571181324426,-0.17938601855420516,-0.11066706102836892,0.008189975852892793,-0.11340960190588598,-0.010214544708906396,-0.02832150617453124,-0.012067033820167376,1
51,0.3507853343928368,-0.7984365137504483,-0.8174594399997084,-0.9831087229948536,-0.10699611284168502,-0.9159391108446598,0.4589967269112247,0.3225665447944405,0.2102442386292599,0.08573786181439769,-0.15443758476371863,0.168182853134384,-0.17880668286130558,-0.10157024078771396,0.04775411214497162,0.38291508054811557,-0.37810080672567087,0.09178588690472655,0.1064897691828425,-0.07292443307639628,-0.18901921146255898,-0.11122402871918882,-0.006050986751656698,-0.1250456228535575,-0.01172201669210007,-0.02154626013467871,-0.01703184854200462,1
