,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Class Attruibute
25,-0.17978147257584617,-0.7766797651821512,-1.2054712538112267,-0.7711311397755082,-0.07630889227660319,-0.6998594513236519,0.5607962270887064,0.10271834759599173,1
26,-0.3157467467768495,-0.7166679581164702,-0.780006137157968,-0.41958315103451915,-0.053358423194943605,-0.5839331463694345,0.421996056742582,0.012626117215935224,1
27,-0.4749387021239099,-0.6282980005316604,-0.33226609522634815,-0.0441959280122871,0.005174583611225371,-0.46018401049212687,0.2906115148156239,-0.10658523399154748,1
28,-0.7239119598105587,-0.47349438147853146,0.44562401724738304,0.5304335409380434,0.04345018011838432,-0.2264526592282365,0.13096562397015088,-0.3320926019929283,1
29,-0.7999390024627335,-0.3162035505982874,1.0114899692497479,0.9791859149628475,0.1074528398557239,-0.0338212937139087,-0.014417294009418056,-0.4521696888175662,1
30,-0.8308827205138398,-0.33026392064144466,1.0286179063382925,0.9901580965871746,0.11212509963574303,-0.03818848654728115,-0.03146671393069165,-0.4569693859331029,1
31,-0.8068360077168274,-0.32272937687618797,1.0174885162526557,0.9809053553326574,0.09872992249664753,-0.033529647647240333,-0.020027861334268465,-0.45276009514138454,1
32,-0.8273751736739061,-0.30188208684010753,1.036068913687046,0.9679031321570428,0.11199540989527051,-0.033088200931570194,-0.030300824205219182,-0.4679604001238293,1
33,-0.8043803688078034,-0.30088300321925443,1.026502683804212,0.9690865918608733,0.1216385598737055,-0.026272123386398456,-0.03218639036404347,-0.4558004744377629,1
34,-0.803482887702892,-0.30961583848153545,1.028606168884939,0.9799889618952995,0.09885904651342729,-0.031239701321287686,-0.005041720418851678,-0.4650667710459697,1
35,-1.0402272547187517,-0.09038186469574432,1.8517206601752931,1.5771808936765892,0.20469308780579717,0.24693445737972672,-0.23002090499261343,-0.7065953524785752,1
36,-0.8332291848616734,-0.21393426218088793,2.1522414883523884,1.4122923959523614,0.27562146191568776,-0.02337722349341097,-0.5928454362835975,-0.5485593765722985,1
37,-0.6488415798051498,-0.39469331291191834,1.4177901150577599,0.8526675108966413,0.1674459128396803,-0.27211167727698904,-0.4013570877685897,-0.360080779967968,1
38,-0.6537255992016946,-0.391852658857551,1.3975478448177434,0.8497236953877971,0.18682417343127652,-0.2702195515218792,-0.3961424350539011,-0.3580821549119227,1
39,-0.653228244717081,-0.3951055222944413,1.4266273460352379,0.85922951622789,0.19363933225486665,-0.2830792649636701,-0.41393297702575765,-0.3427990910713173,1
40,-0.6398986836541543,-0.3971806948228984,1.4221027089840281,0.8378626009378161,0.17060412719912196,-0.26907191839804284,-0.4011295649034257,-0.33311971072386415,1
41,-0.6749927275358083,-0.39176231747144585,1.4007777084188175,0.82769508624681,0.18733536957479782,-0.2561493072054803,-0.3789310590732562,-0.3778318448796244,1
42,-0.6183879252957699,-0.3954891493982493,1.4076389036432153,0.8692527337705696,0.1829134404309617,-0.26610196845719275,-0.41140043164420675,-0.32634939722394274,1
43,-0.19501642868228727,-0.500100837680226,0.6654471790749293,0.2846612126426385,0.02001149378636198,-0.34400941455629847,0.0612829414330161,-0.1765171321861964,1
44,0.04503543234731485,-0.6598907024270579,-0.17503511831204394,-0.38363000776500183,-0.02199997404366012,-0.607571381616042,0.25587621402805183,0.054561340819876,1
45,0.14937840369529562,-0.7211423755108838,-0.5801653589567329,-0.7178050183498274,-0.06534997694650771,-0.6944535997257442,0.3581228171653183,0.12449375337408264,1
46,0.28621722357018853,-0.817089154365101,-0.8541998679246905,-1.1221164249443087,-0.17317976035436394,-0.8786559188167251,0.46729186108048226,0.31029672513426393,1
47,0.34483321814012924,-0.8146556471434859,-0.8334853097471215,-1.1037141730851308,-0.1998995381448576,-0.8678549601356748,0.4755190803324782,0.31999591082001244,1
48,0.3522677152929404,-0.8141345555970657,-0.8515695398194376,-1.0687316731093248,-0.1693309985914642,-0.8755389783926407,0.4771231494865782,0.32617552392245663,1
49,0.242667368302069,-0.8261830999309572,-0.8166068863243493,-1.0750122997043243,-0.1367963568598095,-0.9345113905426807,0.3814236072406798,0.307920449772399,1
50,0.30047698988267807,-0.8329820584772929,-0.8328738000895708,-1.0659410049142,-0.16375295967914377,-0.9278300862102109,0.4032992465707348,0.324428001487497,1
51,0.2564689826349816,-0.8353113296820055,-0.8173252737659429,-1.0432233824114159,-0.17406703298268417,-0.9536821214044318,0.36498930690761117,0.3168952141085026,1
52,0.4105672374600261,-0.8823319150059189,-1.3161240199280222,-1.3786647059005446,-0.1812236078868328,-1.0083619121806164,0.48416491426678654,0.3780341360480635,1
53,0.5157252366590107,-0.9179121542895282,-1.580919240453596,-1.812603707312785,-0.27048316450844045,-1.1932290758338606,0.5933301841078218,0.5343039204369422,1
54,-3.7892835311147457,2.430158629501278,1.7159152367147397,1.6481266694638248,-0.7484526615886085,1.0997478361093316,0.928688488288286,3.5470664302243544,2
55,-2.7524642651600693,1.5359188242940953,2.495554254010221,0.9330763534980924,-0.48129166961720093,0.7209410202507739,0.5410417110110862,2.9535069543928807,2
56,-2.8247586638185034,2.326297056979046,0.48290560994416654,2.460087954782409,0.966495897674092,2.4610345115731698,0.4073413031059588,2.4253527928820082,2
57,-1.0211637616705571,-0.34230374653701184,6.710182353246682,-0.5783625997225704,-2.9583790400473258,-1.1154930225704462,1.1340900248000148,4.890604853886218,2
58,-1.6556307455638768,0.9579437116386457,1.2437106467580619,1.9732441608291589,-0.33470966248576,0.4902088943306358,0.29099170221854037,-0.2143918030945763,2
59,-2.727619362673787,7.506847094048446,-1.2745785981001583,-1.8893913220550551,-1.0002225332564585,0.6190383834460426,1.6168747711108413,4.381017805570101,2
60,-2.6425405802411994,12.895244943412061,-3.481135919048195,-3.7724005151659274,1.0121515517170712,0.24646734823954136,-1.1137211048822837,-0.9567399235032856,2
61,2.8635215634712363,11.653648842552265,-1.1176880924375137,1.0143628756629484,4.122924752364636,-4.804570671522938,-3.5239421321406987,-3.5969959934000797,2
62,-1.5930739056562144,14.204036197471481,-4.77728957481126,-2.481124928334629,-1.1330335211670945,1.023684503010826,3.211127876463227,-4.089047608857021,2
63,-1.9004500887539582,10.117168149097031,-2.1645881856893228,-2.745407150070369,0.2261511044238151,0.9599353678625612,0.3902774656318224,3.406119531903946,2
64,11.719120026591806,3.0586325049778718,-4.649403581095263,11.00804236033225,-3.403473994876673,-1.011234430188952,0.5373236568418056,0.7700931905720139,2
65,15.668653076233296,2.906152274035411,-2.3117783563576317,9.835212939627374,-4.117601806313101,-1.1214696861834426,0.03540729359229433,-0.012663982820486431,2
66,9.05394097984903,5.458195323407943,10.401086638607326,-4.406925273210326,-5.862135418219385,-1.5860543366731488,0.7588221300297787,2.337406739741928,2
67,5.491136524568321,1.768510636524279,12.405538444436614,-10.059126767097503,-4.7889816056120065,-1.4350107875522182,0.34425896330586336,-3.5247784817800176,2
68,-1.3050082416910014,0.028478126098552624,2.8761689793526024,2.4244997342370107,0.19418880594739774,0.362146810242431,-0.6169869742727092,-0.8121076359027816,2
69,-1.3960574928214442,0.18630536348026897,2.7035362158228655,2.5530403165710878,0.3102450109673019,0.5037683993626869,-0.5800115617600046,-0.737224696728689,2
70,-1.410127376984996,0.24747314088188244,2.6443250822332196,2.561562394758772,0.34892316837242127,0.5840494371043967,-0.5798285393334023,-0.7664127513504176,2
71,-2.6916308899633985,1.7585213077974895,2.643985389825509,2.6567560795349734,0.6457204374728944,1.8404999300811449,-0.12438757341562022,1.9116614933315461,2
72,-3.577814596368508,2.74916494183608,1.299961241556727,3.2839816547935397,0.9900137674024533,2.6284649489860277,0.18687861189339666,1.7385943485734734,2
73,-3.2179960473914084,2.652856423836219,1.8573739956972644,3.822617244930622,-0.686626567329017,1.6922210052403974,0.6194196154464017,1.106290169550537,2
74,-3.737357455204694,4.361119669538954,1.4475069882240048,1.932080789479697,0.8502195107896888,3.156584803682042,0.23512248374643063,1.6597133822742491,2
75,0.10573028408135535,-0.9694243309574128,-1.9537082791840514,-1.3478346858919708,-0.1550058504975225,-0.9259550820089015,0.7293927893110277,0.3663812030486303,3
76,0.00012087565153673313,-0.8942380603471667,-1.5550734326707574,-1.0352175389829914,-0.11049113630601248,-0.8245893389910407,0.6302321216002076,0.30475686436544563,3
77,0.06633524875629612,-0.7621934044676739,-1.3264870636678059,-0.689769118921298,-0.08148883230371275,-0.5636174725887666,0.7068711440680017,0.1448262249500333,3
78,0.05646653687533578,-0.7478635628983858,-1.329398842210773,-0.6978935954277281,-0.08865673056701044,-0.5446026720557562,0.7429802587785659,0.0912406786468564,3
79,0.1239442066276511,-0.7658760255196977,-1.257617037850318,-0.7431721416974918,-0.12667890433570325,-0.5883331293813961,0.7388073848890853,0.19362919416144228,3
80,0.06905683831291463,-0.7609381394158574,-1.3259057109252517,-0.7067706311684893,-0.0845175351989983,-0.5527569893503431,0.7262934640995394,0.1341888765664506,3
81,0.07267389136649628,-0.7479212549640336,-1.3139877904326915,-0.7054350015752936,-0.07640788820731267,-0.5490974518568855,0.7429799676563672,0.11749214730269664,3
82,0.07598873937672845,-0.7457716083179294,-1.3304906386371493,-0.726250243389099,-0.06068382284489364,-0.5555221603046762,0.7033921970144013,0.1403088237179757,3
83,-0.06965873590732989,-0.6775738089912526,-0.8769495394643212,-0.34593721655159837,-0.0481336722017967,-0.44692279287970277,0.5973949926614969,0.03109453354232252,3
84,-0.1686684639053339,-0.6080217398543685,-0.5281005100541533,-0.09486586922533861,-0.01860592638925953,-0.3234998649578188,0.5238202363697225,-0.0702595117992692,3
85,-0.4092188708945149,-0.437017113111422,0.3272141216638843,0.586955070201756,0.035204744035138645,-0.0870282345939385,0.3374333223036391,-0.2781885534354552,3
86,-0.5284174768594061,-0.28482509076121487,0.9061618204488346,1.051884256957156,0.08559611032899334,0.12086873078284516,0.191048987922783,-0.4338618645935067,3
87,-0.5671259924703987,-0.26347528947146887,0.9329107792996589,1.027946535311312,0.10446274144718382,0.0969959998059734,0.1741774434542909,-0.4495261719550688,3
88,-0.5836151678663096,-0.27161899639715936,0.9378513771538957,1.0213703827384948,0.0950002695260827,0.11053703921800609,0.16914502704366052,-0.4529246582868318,3
89,-0.565092400363539,-0.27011957448945356,0.902561305708654,1.0183926646155206,0.1097920378148547,0.11732055803233937,0.17338570486580043,-0.453315517972879,3
90,-0.5923168246168518,-0.273020518406497,0.9356197183345276,1.0197534962229302,0.12524210009469813,0.08839078043190927,0.18177776506103038,-0.44736808045289767,3
91,-0.5368022191628601,-0.27655579644259665,0.9311249519112732,1.0558947392429532,0.1148467495179157,0.09934928594430802,0.20711501921950645,-0.42426930220233183,3
92,-0.7254695446246714,-0.05880113921912601,1.7173098686524888,1.6382188522396495,0.18982185512813035,0.378934796820386,0.021672426846073543,-0.6607716879945,3
93,0.12687194860364945,-1.0523353119583736,-1.977662192820473,-1.1494995933273893,-0.33010344808228514,-0.9618877201373799,0.8308788904245926,0.3626049085748931,3
94,-0.007800132279263556,-0.9899939428756783,-1.6205579502639764,-0.7713248015882987,-0.29670460685607075,-0.8169114127513296,0.777228395147853,0.2599063835306944,3
95,-0.031842730857630855,-0.9195633960907069,-1.2768238250247013,-0.42997446260124683,-0.3122434176579227,-0.6432009353253059,0.8116754961265414,0.15365061207893035,3
96,-0.03206714601575263,-0.8985721637903245,-1.2608267466923058,-0.47741490291295574,-0.3092440583833152,-0.640579369667983,0.7731090635967692,0.15437648200503035,3
97,-0.03339550097513362,-0.9283939262691234,-1.25403481083786,-0.45620906516357973,-0.32411805468120597,-0.6643602562901404,0.7842772438670313,0.18051442935635403,3
98,-0.04982027924666497,-0.8960488986620285,-1.2362209264927837,-0.48273655925030684,-0.2875178389610028,-0.6558931621007645,0.7981232032472256,0.15127618111041516,3
99,-0.04984515957996347,-0.9210269360149007,-1.2401010922488165,-0.4596819129985054,-0.3217461159052319,-0.6511804159737231,0.794758737994158,0.16045641194810564,3
100,-0.03854254425529225,-0.8955654544254438,-1.2390686536734712,-0.4798012864817617,-0.3010821949389863,-0.6370202005864581,0.7794135049546485,0.16243394149739557,3
101,-0.16498725432841985,-0.8049398144602622,-0.9475204227816271,-0.08721446816928993,-0.23248164006043584,-0.47767979985321,0.6772749400426445,0.004941811116283722,3
102,-0.2725752067718226,-0.7090588268172212,-0.5521972350626412,0.2542154904376287,-0.19830735800535138,-0.3449456246942305,0.5749979807325093,-0.11758366684337294,3
103,-0.5220134158992441,-0.5399515848362793,0.29711678413095405,0.9228769944444201,-0.11884598937166138,-0.11006130397159372,0.344773176048456,-0.3246202307726559,3
104,-0.8136119492878323,-0.31195711954837524,0.9392403503011435,1.0489212358502356,0.00869433152447659,0.091976657787705,0.20141536464700696,-0.6109320192391864,3
105,-0.8096303967614095,-0.3106178690264132,0.9353750637562626,1.0544868305090638,0.026094837156065413,0.08993965156031469,0.20176532657205878,-0.6108495314826757,3
106,-0.8203509725612808,-0.31009554779753906,0.9560196248117947,1.06616146144974,0.04598135727706807,0.08099311537626691,0.192008371448802,-0.6120375257568373,3
107,-0.8145178399138348,-0.3270371927694789,0.916244198869006,1.1091336159665053,0.05514170007260674,0.07607789194511341,0.1511310831214512,-0.5852473581232519,3
108,-0.8063825905924614,-0.32043653862430643,0.914060874264573,1.111166933876911,0.04686448419478457,0.09433100845586607,0.15568270876614917,-0.5916965408240307,3
109,-0.8193872876526049,-0.31595339367934955,0.9196541048348688,1.0949306814316522,0.05110123810532025,0.08405819486043817,0.17010345581413802,-0.601946725659272,3
110,-0.9791574159857624,-0.09166288131776504,1.7190042371638565,1.682073020177191,0.14363093750466352,0.3620066174302667,-0.026759229425637094,-0.821261818849559,3
111,0.28426383674093825,-1.0896675650479688,-1.795637848237631,-1.3082440808593248,-0.30112775709840806,-1.0945875970455226,0.653497236361366,0.25859383297355787,3
112,-0.045557936075414675,-0.9294494781988688,-1.6054010429835386,-0.8292622301721985,-0.15696949746945166,-0.832762942223881,0.6001918562160973,0.2643178642870472,3
113,-0.17004713434910557,-0.8853341065578888,-1.2113637969559223,-0.4889324669980399,-0.1590520051655682,-0.7311061577427922,0.4885838938376033,0.19529704644908746,3
114,-0.17276068980529719,-0.8609954528185852,-1.2187295131414693,-0.5033866896451078,-0.13781064399334744,-0.7278207255553886,0.5070281673854903,0.17439089268928903,3
115,-0.16056710056494178,-0.8958198224860424,-1.231741463737353,-0.5367618360302251,-0.16957257475244955,-0.7309280484884919,0.5248291047382762,0.20257724345208475,3
116,-0.15739223866117488,-0.8519951437069693,-1.210155467031076,-0.5526218447959814,-0.15460652954570678,-0.7192429934304687,0.5176541042797226,0.175650594529303,3
117,-0.17516780317472921,-0.8715444219722817,-1.206031393913366,-0.515318940054236,-0.13842716161765517,-0.7261264982184131,0.4952083802452874,0.1996454945626945,3
118,-0.18195618081723453,-0.8502638656417061,-1.1926538069856747,-0.5487973272639203,-0.14530716145140382,-0.7240966040389707,0.5168479019765668,0.1685025039276221,3
119,-0.31943371347201555,-0.782844209079047,-0.746089078743589,-0.15885904397961395,-0.08317637381484334,-0.6083410425815953,0.35982603015563347,0.098994032590187,3
120,-0.4592552529269794,-0.7287038174397849,-0.3723913319215887,0.12551090108459437,-0.06401058520824883,-0.5036508435853682,0.25729251750047216,-0.006357144872266588,3
121,-0.6514002999263889,-0.5447885900534639,0.4402428084298844,0.7819507251614811,-0.016962567387322103,-0.271247230579,0.08388514110362108,-0.21288237074418442,3
122,-0.8519007727428926,-0.364396124534495,0.9588685498593941,1.3577249180473507,0.10444121357230599,-0.023358757973444055,-0.14193271202603275,-0.4487069148234007,3
123,-0.879295061996593,-0.3669376256702533,0.956085195690757,1.3649986998859704,0.12123201757852206,-0.01666862130361127,-0.13164499867909107,-0.47592109761553064,3
124,-0.8595905042638854,-0.36047194574730135,0.963353995196269,1.3541872646349113,0.11716963760888803,-0.012333336333192947,-0.10822757139641487,-0.4717528801161637,3
125,-0.8455617702835925,-0.3364275466526698,0.9482744603520071,1.3338657845158557,0.1190513289658345,-0.002025194694970744,-0.10143584374833753,-0.48501308285179223,3
126,-0.8379469572353317,-0.33974419919564613,0.963860295613375,1.309624586029072,0.09174877183403665,-0.002848797859512079,-0.10032607319917157,-0.48506991408303646,3
127,-0.8196716091803383,-0.3625287493431611,0.9477478381704002,1.321141601440515,0.09647764981999252,0.006226115392079151,-0.07878441393560759,-0.4726163250073209,3
128,-1.014991744871437,-0.11632318568062036,1.7314494418199964,1.90186848984254,0.21163808150634505,0.26217536814557535,-0.26096948187477814,-0.7125337480072744,3
129,-0.05644336500880035,-0.8881254701981982,-1.9353951993937002,-1.534799238295948,-0.06549238152263981,-0.988198942644099,0.5412268977574469,0.2911227110689651,4
130,-0.13471491476216133,-0.8343041189282218,-1.5657357079578855,-1.1826581659124955,-0.10559082844689961,-0.841908004089449,0.5257847321337159,0.19677509543889776,4
131,-0.3347016942498915,-0.743489529747631,-1.222148368650528,-0.7720610786557784,0.04102207206614304,-0.701154405106789,0.358975728663345,0.03678946319552335,4
132,-0.2912931215197534,-0.7762864859252602,-1.1081675572256944,-0.8661357649253547,-0.06177943432805987,-0.7515945715897787,0.39487259967609195,0.12169291925516897,4
133,-0.3045073354819726,-0.727293613014088,-1.219530407700276,-0.7979372468797223,0.010546953578145344,-0.6928721729200429,0.39103708723339087,0.030858832181133382,4
134,-0.2961368755435234,-0.745869369302404,-1.2281216197782003,-0.7867487455414085,-0.00680244009511897,-0.691133119267169,0.4105665391652778,0.03591116452981854,4
135,-0.30327895856526027,-0.7454625559266636,-1.217598600184751,-0.8066062731396613,0.017676803580575946,-0.6982759991563001,0.4060972929863105,0.04577809935953336,4
136,-0.31064994348531566,-0.7400108055892985,-1.2138565459887762,-0.8106746781015423,0.009953984474858233,-0.7052423243555391,0.3983885725429602,0.03641934939360211,4
137,-0.4400894700732685,-0.6610615693629123,-0.7839673432579222,-0.4563627481652061,0.059570667906110285,-0.5809132386912387,0.28617533466022227,-0.06291362234267099,4
138,-0.5439647310288814,-0.5866393857836355,-0.38807378408950666,-0.15918244711165486,0.07077564994681977,-0.4739962228007625,0.19767929480908933,-0.1542369421730433,4
139,-0.7686525435556757,-0.41229052347511896,0.45542724962474807,0.48263399212144487,0.17217447211709275,-0.24324021838589888,0.011692964396903217,-0.3478853465354566,4
140,-0.9131268183280588,-0.2559950427675123,1.0597113529208273,0.9540579159085595,0.19893119601365516,-0.02498493452260622,-0.12512532265109386,-0.5303109114337042,4
141,-0.9186640979826562,-0.23466837572120283,1.0698598056931932,0.9506422130473616,0.20983506309078004,-0.025672836899437532,-0.1399658671794714,-0.5429827732711756,4
142,-0.9227525620154406,-0.2433608208787039,1.0587947636996222,0.9508458847134077,0.22139452568919024,-0.02988216735371951,-0.14154020985108937,-0.5386365861466194,4
143,-0.9312406120020653,-0.2440775583086189,1.049387545153876,0.9442056512148939,0.2116847134960092,-0.023757646551945243,-0.17592675894438586,-0.5359531134996897,4
144,-0.9242973808798007,-0.24183853336064157,1.053210414501788,0.9320129273486721,0.21730738904787297,-0.01923778863536415,-0.14922210011684575,-0.5391625643120322,4
145,-0.9371811957989621,-0.2449695855233241,1.0682413878919539,0.9459339575453332,0.22304869845481598,-0.034463726347244115,-0.1553077694068228,-0.5348916970058318,4
146,-0.910620888677751,-0.23998869370795073,1.0605104892894412,0.9464827240787779,0.20238704722655915,-0.013100086417911508,-0.13208625884965375,-0.5412869917397386,4
147,-1.1490507889262498,-0.017918396019868117,1.8551213024693614,1.5060019962019207,0.32473925011369387,0.25084816343389266,-0.32776193148899835,-0.8030732157412769,4
148,-1.1463702912738412,-0.019960322108381095,1.8522933090211018,1.519157462673099,0.31310435463066477,0.25623665034022497,-0.322275570228194,-0.8050866006267061,4
149,-0.7393220375847205,-0.3844477709039147,0.45237017923881506,0.4677579069039391,0.14732012256063803,-0.20966198371849504,-0.00037261192683992633,-0.37303273356645034,4
150,-0.5335862826392446,-0.5714389057947745,-0.4002358570114281,-0.17518854011356177,0.06350865800878228,-0.4615224726562372,0.20197726682368977,-0.1595473017746079,4
151,-0.4163921351325378,-0.6528118087742631,-0.7861185148717977,-0.46557555748768115,0.05872633971915972,-0.5770429660333999,0.3160545447527069,-0.06056056310811744,4
152,-0.4238261575364694,-0.6483536181011698,-0.7998349357718504,-0.4611123551164884,0.057243757197745423,-0.5699061135091678,0.303774464492259,-0.07859700477003906,4
153,0.34568384101059463,-0.1213613104962997,1.1080007838976718,-0.07343336402911528,1.372590298168308,0.6819077206928361,-0.9575030689063843,-0.18394854061178262,4
154,-0.22049529214522184,0.07139517392555803,1.4447341992515612,0.1637801240844002,1.724680263503837,1.088424396491069,-1.388461367312382,-0.5751443250847501,4
155,-0.309453795072036,0.36105518307832013,0.8480574706663075,-0.4997347720356968,1.562086496939153,0.7260846147685605,-1.3160458400312551,-0.6340581599960611,4
156,-0.06625897070196843,0.03378891411873044,0.9457806513946927,-0.47959955243626207,1.5741968014678045,0.7141537009685311,-1.3122105030006874,-0.6717101732313514,4
157,0.07056316555124414,-0.13843434342685107,1.0077509615240108,-0.37052474313581074,1.5731076352020463,0.807654214894118,-1.2891789648670804,-0.5884485922228901,4
158,-0.18624039860114977,0.17134932138836642,0.8899214686499628,-0.4450461628029841,1.5668564406640046,0.8255500594363852,-1.2733785765592955,-0.550889544289729,4
159,-0.08320527506242635,0.013757476519724914,0.9295492940469842,-0.36482583284682807,1.5777416629555037,0.8898916643714179,-1.2230524758698342,-0.44873353207750744,4
160,-0.47167593917689143,0.512110868114839,0.7748385362314988,-0.4553511580106101,1.5810094835616433,0.7999644114721188,-1.2453476919048114,-0.47546975456835,4
161,0.04705379879643292,-0.20674758904041926,0.5519569780078789,-0.4975764007402466,1.491393626310138,0.9304542876766517,-1.0114599442237087,-0.004068416518085676,4
162,0.3260623540477993,-0.3072580113122496,-0.015314731936446604,-0.8415149783778813,1.249590625128823,0.5326752034314725,-0.8951692460937521,0.002445604661724886,4
163,0.34647106406183387,-0.9548471263236271,-2.286895021771909,-0.7865499010450205,-2.956251611935117,4.0916855464645785,-2.4845739144569796,-0.5543690543955664,4
164,0.46771596645256713,-1.3028396888807328,-2.445809251456053,-1.3775277659608214,-3.563576280371194,3.5457048948637566,-2.1075764868933855,-0.34905071309930347,4
165,0.10251327282506988,-0.71474496596296,-2.610510351095246,-1.638198542378834,-3.5590989904131356,3.252281092922135,-2.2248555869595252,-0.6634782548354003,4
166,-0.026297618321885218,-0.9442110634692228,-2.466488426636538,-1.5050547821653437,-3.499237425301126,3.2275226412594065,-2.474913934564869,-0.5429239195804765,4
167,-0.16664233413247267,-0.8132516835685665,-2.5039298001904813,-1.5811179346859279,-3.509648417320188,3.146706565586499,-2.5159232217690572,-0.6207039940467735,4
168,-0.0648165836741155,-0.958567244872832,-2.434709879265162,-1.5194098308199653,-3.4966971450029205,3.2705973083897857,-2.5188772637947765,-0.5523224396116739,4
169,0.11577964915095744,-1.225975130487164,-2.7837034184081455,-1.7301857814322954,-3.5125400990649953,3.167038911528522,-2.3318981480032503,-0.3778042858765767,4
170,0.3673952974254615,-1.2608217472253964,-3.190289485328771,-2.0960460738306317,-3.568865866751025,2.9762270732217626,-2.2754386891922427,-0.2710086414392703,4
171,11.755950331565677,-1.4668751265635191,1.1653449956523172,-2.92163650642754,6.271189422398654,9.152364093726973,8.743739290316096,-1.8296944423457955,4
172,3.7708534751020464,0.07808457425137362,-0.14001342836888736,-1.074597773525647,2.6856898091676977,0.5092523178225278,-2.099634230868689,3.0386953103749446,4
173,5.490392160343353,-1.0206727123712065,0.3888027883482643,-1.9994028037761795,3.5869718042764407,0.10144844052828617,-2.9897370689235543,1.203326308662569,4
