,Profile factor,Symmetry,Crossflow,Flow Velocity1,Flow Velocity2,Flow Velocity4,Speed of Sound1,Speed of Sound2,Speed of Sound3,Speed of Sound4,Signal Strength1,Signal Strength3,Signal Strength5,Signal Strength7,Signal Quality1,Signal Quality2,Signal Quality3,Signal Quality4,Signal Quality5,Signal Quality6,Signal Quality7,Signal Quality8,Gain1,Gain3,Gain5,Gain7,Transit time7,Class Attruibute
15,1.10317896821032,1.00251361541684,1.01030385868994,7.62666666666667,8.32666666666667,7.525,1485.17222222222,1485.20555555555,1485.28055555556,1485.29166666667,62.0,63.0,61.0,61.0,3653.41666666667,3331.55555555556,3458.94444444444,3417.36111111111,3322.0,3462.83333333333,3587.30555555556,3006.05555555556,15.4305555555556,10.0,17.2,17.7,86.2241666666666,1
16,1.1087860532068,1.00519618777248,1.00932158187498,5.25,5.76583333333333,5.17055555555556,1485.08333333333,1485.11666666667,1485.20833333333,1485.19722222222,62.0,63.0,61.0,61.0,3543.33333333333,3319.41666666667,3457.66666666667,3460.38888888889,3398.66666666667,3489.72222222222,3524.44444444444,3142.80555555556,15.0,10.0,17.2,17.7,86.1519444444445,1
17,1.10344149963261,1.00295328441024,1.00895166752348,16.3572222222222,17.8863888888889,16.1544444444444,1485.22222222222,1485.19444444444,1485.275,1485.34722222222,61.2777777777778,63.0,61.0,61.0,3505.86111111111,2997.94444444444,3178.69444444444,3164.38888888889,3033.94444444444,3290.61111111111,3621.11111111111,2539.11111111111,15.9166666666667,10.0,17.2,18.0694444444445,86.5072222222222,1
18,1.09943475973045,1.00181270838054,1.00834618819518,16.4516666666667,17.9361111111111,16.2777777777778,1484.18888888889,1483.59166666667,1483.65277777778,1483.775,61.1388888888889,63.0,61.0,61.0,3522.33333333333,3029.02777777778,3185.25,3177.94444444444,3031.25,3300.52777777778,3552.02777777778,2594.11111111111,16.2222222222222,10.2,17.3,18.4916666666667,86.6033333333333,1
19,1.10204492613002,1.00681639430219,1.01106946439206,15.315,16.6877777777778,15.0311111111111,1484.83333333333,1484.31666666667,1484.36388888889,1484.37222222222,62.0,63.0,61.0,61.0,3455.58333333333,2902.25,3224.77777777778,3224.16666666667,3097.0,3342.80555555556,3569.38888888889,2557.61111111111,15.6,10.2,17.3,18.0,86.5275,1
20,1.09924908605869,1.00573025328286,1.00753066122418,14.1544444444444,15.4388888888889,13.9594444444444,1485.3,1484.78611111111,1484.83055555556,1484.88611111111,62.0,63.0,61.0,61.0,3530.41666666667,2977.25,3255.19444444444,3252.11111111111,3123.27777777778,3385.27777777778,3586.72222222222,2650.58333333333,15.6,10.2,17.3,18.0,86.4611111111111,1
21,1.1011845368056,1.00452394865318,1.00931515649652,14.1602777777778,15.4458333333333,13.9566666666667,1485.58333333333,1485.05833333333,1485.125,1485.125,62.0,63.0,61.0,61.0,3509.77777777778,2998.44444444444,3277.66666666667,3270.30555555556,3135.58333333333,3356.91666666667,3605.61111111111,2635.97222222222,15.6,10.2,17.3,18.0,86.4466666666667,1
22,1.09824533748436,1.00415937364726,1.00829820739861,14.1891666666667,15.4519444444444,14.0055555555556,1485.78888888889,1485.28333333333,1485.36944444444,1485.36944444445,62.0,63.0,61.0,61.0,3502.75,2991.0,3248.72222222222,3254.55555555556,3129.66666666667,3375.44444444444,3607.63888888889,2648.94444444444,15.6,10.2,17.3,18.0,86.435,1
23,1.1051228960065,1.00548351171263,1.00870642063072,14.1236111111111,15.4694444444444,13.915,1485.99722222222,1485.48611111111,1485.55833333333,1485.56388888889,62.0,63.0,61.0,61.0,3505.0,2982.66666666667,3275.91666666667,3277.72222222222,3123.61111111111,3354.27777777778,3609.91666666667,2648.02777777778,15.6,10.2,17.3,18.0,86.4208333333333,1
24,1.1004552681737,1.00707747475701,1.00963764350168,14.1866666666667,15.4577777777778,13.9408333333333,1485.67222222222,1485.15555555556,1485.23333333333,1485.24166666667,62.0,63.0,61.0,61.0,3512.83333333333,2986.22222222222,3272.52777777778,3243.47222222222,3128.58333333333,3356.52777777778,3592.88888888889,2629.75,15.6,10.2,17.3,18.0,86.4413888888889,1
25,1.10062762744982,1.00730821820925,1.01473678232722,14.2361111111111,15.4361111111111,13.9122222222222,1484.98333333333,1484.48611111111,1484.55833333333,1484.57777777778,62.0,63.0,61.0,61.0,3511.91666666667,2992.63888888889,3254.88888888889,3254.77777777778,3128.13888888889,3357.30555555556,3552.27777777778,2638.13888888889,15.6,10.2,17.3,18.0,86.4783333333333,1
26,1.09899116594401,1.00291996409373,1.00909740118608,12.9255555555556,14.075,12.7641666666667,1484.60277777778,1484.08888888889,1484.18611111111,1484.16111111111,62.0,63.0,61.0,61.0,3569.83333333333,3071.11111111111,3291.25,3293.72222222222,3182.25,3374.41666666667,3594.27777777778,2705.52777777778,15.6,10.2,17.3,18.0,86.465,1
27,1.10208531605006,1.00286957220417,1.01138878642567,11.615,12.6547222222222,11.4430555555556,1484.60833333333,1484.11388888889,1484.18055555555,1484.15833333333,62.0,63.0,61.0,61.0,3584.33333333333,3120.61111111111,3325.38888888889,3339.52777777778,3223.80555555556,3401.55555555556,3626.66666666667,2789.33333333333,15.6,10.2,17.3,18.0,86.4205555555556,1
28,1.10251390433816,1.00429809554779,1.01086555646969,9.43888888888889,10.2925,9.29027777777778,1484.9,1484.43333333333,1484.51388888889,1484.48888888889,62.0,63.0,61.0,61.0,3646.83333333333,3268.38888888889,3395.47222222222,3360.52777777778,3304.52777777778,3466.44444444444,3617.27777777778,2922.11111111111,15.6,10.2,17.3,18.0,86.3286111111111,1
29,1.09725802671666,1.00494614390349,1.00930931449593,7.76166666666667,8.43611111111111,7.64694444444445,1484.89722222222,1484.40555555556,1484.49722222222,1484.44166666667,62.0,63.0,61.0,61.0,3692.30555555556,3328.91666666667,3418.22222222222,3434.83333333333,3317.16666666667,3457.83333333333,3592.41666666667,3012.77777777778,15.6,10.2,17.3,18.0,86.2775,1
30,1.10555343892306,1.00792401252617,1.01088124198635,7.73083333333333,8.45166666666666,7.58,1484.76666666667,1484.29444444444,1484.375,1484.325,62.0,63.0,61.0,61.0,3688.11111111111,3349.47222222222,3443.13888888889,3409.33333333333,3313.55555555556,3469.0,3611.72222222222,3020.69444444444,15.6,10.2,17.3,18.0,86.2819444444445,1
31,1.1008160612407,1.00693354490419,1.00901258654328,7.75694444444445,8.46,7.62861111111111,1484.82222222222,1484.34444444444,1484.43611111111,1484.38888888889,62.0,63.0,61.0,61.0,3689.97222222222,3347.63888888889,3434.52777777778,3420.22222222222,3307.91666666667,3467.94444444444,3598.11111111111,3015.33333333333,15.6,10.2,17.3,18.0,86.2791666666667,1
32,1.10213896975066,1.00260093702632,1.00785783365571,7.72361111111111,8.445,7.63944444444445,1484.96944444444,1484.49166666667,1484.57222222222,1484.54166666667,62.0,63.0,61.0,61.0,3688.05555555556,3337.69444444444,3399.80555555556,3426.16666666667,3341.22222222222,3447.41666666667,3588.25,3031.05555555556,15.6,10.2,17.3,18.0,86.2713888888889,1
33,1.10565360129142,1.00405676011601,1.00828633705844,7.70694444444445,8.44944444444444,7.60777777777778,1484.93611111111,1484.46388888889,1484.53888888889,1484.49444444444,62.0,63.0,61.0,61.0,3683.66666666667,3333.02777777778,3403.19444444444,3427.30555555556,3325.36111111111,3439.13888888889,3590.41666666667,3021.19444444444,15.6,10.2,17.3,18.0,86.2741666666667,1
34,1.10020246574352,1.00626856392899,1.01019119300978,7.74916666666667,8.43722222222222,7.61694444444445,1484.81666666667,1484.33611111111,1484.4,1484.39444444445,62.0,63.0,61.0,61.0,3684.0,3351.30555555556,3434.19444444444,3413.66666666667,3306.02777777778,3473.44444444444,3581.66666666667,3018.33333333333,15.6,10.2,17.3,18.0,86.2805555555556,1
35,1.10061111548247,1.00425425425425,1.00661438629018,5.32555555555556,5.82166666666667,5.26527777777778,1484.98611111111,1484.51666666667,1484.58611111111,1484.55833333333,62.0,63.0,61.0,61.0,3692.47222222222,3482.36111111111,3464.25,3430.16666666667,3370.44444444444,3493.88888888889,3575.5,3161.75,15.6,10.2,17.3,18.0,86.1927777777778,1
36,1.10467445308639,1.01123567575629,1.01018633540373,5.39916666666667,5.90111111111111,5.27944444444445,1485.46944444444,1485.08055555555,1485.16944444444,1485.21111111111,61.0,63.0,61.0,61.0,3814.75,3813.88888888889,3430.33333333333,3483.72222222222,3184.75,3338.30555555556,3737.33333333333,3280.88888888889,17.6,9.80000000000001,16.5,18.2,86.155,1
37,1.10103314599447,1.00128975265018,1.00525775385923,7.51361111111111,8.22888888888889,7.46222222222222,1485.73888888889,1485.32222222222,1485.41666666667,1485.48333333333,61.0,63.0,61.0,61.0,3771.94444444444,3733.77777777778,3403.88888888889,3425.52777777778,3103.61111111111,3355.47222222222,3751.80555555556,3153.75,17.6,9.80000000000001,16.5,18.2,86.2111111111111,1
38,1.08886264668979,1.00734081600085,1.01047789873732,7.59694444444444,8.18388888888889,7.4575,1486.00555555556,1485.61111111111,1485.70277777778,1485.73888888889,61.0,63.0,61.0,61.0,3750.30555555556,3710.58333333333,3390.80555555556,3446.66666666667,3098.52777777778,3354.97222222222,3757.11111111111,3148.11111111111,17.6,9.80000000000001,16.5,18.2,86.1958333333333,1
39,1.09734332677823,1.00405949194306,1.00972409869871,7.54027777777778,8.19305555555555,7.4325,1486.23611111111,1485.83611111111,1485.93055555556,1485.96944444444,61.0,63.0,61.0,61.0,3776.97222222222,3724.13888888889,3405.91666666667,3438.86111111111,3090.94444444444,3344.75,3759.52777777778,3162.27777777778,17.6,9.80000000000001,16.5,18.2,86.1822222222222,1
40,1.09417969834367,1.0078604634657,1.00828807723707,7.56805555555556,8.21,7.44166666666667,1486.41666666667,1486.02777777778,1486.12222222222,1486.15833333333,61.0,63.0,61.0,61.0,3780.08333333333,3749.36111111111,3392.80555555556,3447.88888888889,3100.19444444444,3339.44444444444,3752.69444444444,3149.16666666667,17.6,9.80000000000001,16.5,18.2,86.1702777777778,1
41,1.09606290451199,1.00603446745825,1.00963692614061,7.55055555555556,8.19472222222222,7.42805555555556,1486.56944444444,1486.15277777778,1486.25555555556,1486.30555555556,61.0,63.0,61.0,61.0,3745.61111111111,3716.36111111111,3385.22222222222,3422.72222222222,3110.22222222222,3363.61111111111,3751.83333333333,3138.63888888889,17.6,9.80000000000001,16.5,18.2,86.1619444444445,1
42,1.09279247588543,1.00272846461855,1.0058202466507,7.53527777777778,8.18583333333333,7.46833333333333,1486.74166666667,1486.35277777778,1486.43888888889,1486.48888888889,61.0,63.0,61.0,61.0,3776.11111111111,3720.72222222222,3413.77777777778,3451.77777777778,3082.69444444444,3332.80555555556,3748.63888888889,3153.88888888889,17.6,9.80000000000001,16.5,18.2,86.1527777777778,1
43,1.09350233013743,1.0028397796331,1.00551653538829,9.39888888888889,10.22,9.31722222222222,1486.99166666667,1486.56944444444,1486.64722222222,1486.69444444444,61.0,63.0,61.0,61.0,3713.61111111111,3661.33333333333,3342.5,3406.13888888889,3030.19444444444,3328.77777777778,3565.80555555556,2875.66666666667,17.6,9.80000000000001,16.5,17.8,86.2030555555556,1
44,1.09427478211578,1.00111712931618,1.0086649223555,11.8208333333333,12.8233333333333,11.7008333333333,1487.49722222222,1487.06944444444,1487.16944444444,1487.23611111111,61.0,63.0,61.0,61.0,3608.61111111111,3555.0,3274.91666666667,3342.11111111111,2916.0,3291.97222222222,3575.27777777778,2730.22222222222,17.6,9.80000000000001,16.5,17.8,86.2502777777778,1
45,1.09669612567255,1.0049383226233,1.0070118104536,12.9355555555556,14.0844444444444,12.775,1487.78333333333,1487.36666666667,1487.46666666667,1487.51944444444,61.0,63.0,61.0,61.0,3534.69444444444,3493.22222222222,3232.41666666667,3294.44444444444,2861.08333333333,3296.36111111111,3563.88888888889,2656.16666666667,17.6,9.80000000000001,16.5,17.8,86.27,1
46,1.09359089695807,1.00453396688974,1.00631910035717,14.1286111111111,15.3508333333333,13.9694444444444,1488.0,1487.55,1487.63611111111,1487.7,61.0,63.0,61.0,61.0,3653.77777777778,3605.27777777778,3182.63888888889,3267.27777777778,2804.80555555556,3276.63888888889,3551.11111111111,2596.97222222222,18.0444444444445,9.80000000000001,16.5,17.8,86.2972222222222,1
47,1.10023502698827,1.00071151419708,1.00114816009717,13.96,15.3411111111111,13.9327777777778,1486.41388888889,1485.99722222222,1486.06944444444,1486.11944444444,61.0,63.0,61.0,61.0,3693.25,3619.80555555556,3183.52777777778,3266.72222222222,2812.97222222222,3261.83333333333,3536.47222222222,2580.61111111111,18.1,9.80000000000001,16.5,17.8,86.3852777777778,1
48,1.09574637565716,1.0047814532951,1.00803289479961,14.0422222222222,15.2608333333333,13.8555555555556,1485.26111111111,1484.81944444444,1484.9,1484.98333333333,61.0,63.0,61.0,61.0,3636.77777777778,3632.91666666667,3194.25,3274.25,2812.36111111111,3255.66666666667,3557.77777777778,2568.86111111111,18.1,9.80000000000001,16.5,17.8027777777778,86.4533333333333,1
49,1.09507542279467,1.00265790822623,1.00919973715037,14.0725,15.2680555555556,13.8994444444444,1484.31111111111,1483.82777777778,1483.95277777778,1484.01388888889,61.0,63.0,61.0,61.0,3659.0,3611.05555555556,3176.75,3259.55555555556,2825.27777777778,3266.72222222222,3623.41666666667,2623.05555555556,18.1,9.80000000000001,16.5,17.9,86.5130555555556,1
50,1.09442801278361,1.0,1.00528351372668,14.0322222222222,15.2763888888889,13.955,1483.51666666667,1483.05833333333,1483.14166666667,1483.24722222222,61.0,63.0,61.0,61.0,3683.27777777778,3614.86111111111,3184.75,3267.52777777778,2822.58333333333,3261.13888888889,3608.75,2601.19444444444,18.1,9.80000000000001,16.5,17.9,86.5566666666667,1
51,1.0929253506617,1.00167686681699,1.00618133824549,14.0786111111111,15.2911111111111,13.9636111111111,1482.75,1482.28333333333,1482.39166666667,1482.49722222222,61.0,63.0,61.0,61.0,3660.27777777778,3635.19444444444,3188.0,3277.58333333333,2826.36111111111,3278.75,3639.94444444444,2628.86111111111,18.1,9.80000000000001,16.5,17.9583333333333,86.6005555555556,1
52,1.0938316493395,0.999031861355567,1.00082933216936,15.2019444444444,16.6152777777778,15.2041666666667,1483.81944444444,1483.35,1483.43888888889,1483.55,61.0,63.0,61.0,61.0,3546.11111111111,3473.91666666667,3134.94444444444,3237.83333333333,2777.94444444444,3249.16666666667,3597.86111111111,2537.27777777778,17.9166666666667,9.80000000000001,16.5,17.9083333333333,86.5802777777778,1
53,1.09690347620654,1.00189294776269,1.00572198728089,16.5266666666667,18.0233333333333,16.3955555555556,1485.18055555556,1484.69722222222,1484.78888888889,1484.94444444444,61.0,63.0,61.0,61.0,3549.41666666667,3639.75,3078.47222222222,3190.25,2706.75,3232.08333333333,3560.75,2519.19444444444,18.5361111111111,9.80000000000001,16.5,18.2583333333333,86.5366666666667,1
54,1.07636467940514,1.01410440254265,1.01535529190046,6.39027777777778,6.77138888888889,6.19916666666667,1508.56388888889,1484.10555555556,1483.98333333333,1484.01944444444,69.75,69.7222222222222,61.0,61.0,4307.27777777778,4370.02777777778,3142.80555555556,3193.63888888889,3260.75,3467.97222222222,3690.25,3205.63888888889,323.505555555556,11.8,17.2444444444445,18.5666666666667,86.2536111111111,2
55,1.08942219845355,1.00704210278473,1.0132474503489,6.29861111111111,6.77027777777778,6.16722222222222,1511.95277777778,1488.35277777778,1484.33888888889,1484.4,67.6388888888889,65.9166666666667,61.0,61.0,4943.77777777778,4877.83333333333,3116.16666666667,3140.61111111111,3218.94444444444,3437.72222222222,3650.16666666667,3191.77777777778,322.875,11.6055555555556,17.4305555555556,18.5305555555556,86.2308333333333,2
56,1.07705612346719,1.016598850352,1.02199676200755,6.38777777777778,6.72888888888889,6.13916666666667,1253.15555555556,1484.61388888889,1484.56111111111,1484.60833333333,65.1666666666667,62.9722222222222,61.0,61.0,1271.66666666667,1518.05555555556,3183.61111111111,3231.22222222222,3369.47222222222,3597.88888888889,3703.13888888889,3209.38888888889,710.683333333333,11.1694444444444,17.3083333333333,18.3305555555555,86.2177777777777,2
57,1.15829313720808,0.959481431699438,0.963525373653111,5.57,6.72388888888889,6.06277777777778,1077.95277777778,1484.91666666667,1484.88611111111,1484.93333333333,59.2222222222222,62.9444444444444,61.0,61.0,9136.0,9251.0,3260.27777777778,3393.91666666667,3363.02777777778,3600.08333333333,3681.61111111111,3198.16666666667,657.680555555556,11.3694444444444,17.2388888888889,18.3805555555555,86.1966666666667,2
58,1.10147042060869,1.00987702773417,1.01136809949815,6.16,6.70583333333333,6.02472222222222,1026.9,1485.19444444444,1485.12777777778,1485.175,61.7222222222222,64.4444444444444,61.0,61.0,1609.0,4039.0,3281.52777777778,3475.86111111111,3311.88888888889,3539.47222222222,3688.25,3214.44444444444,146.977777777778,11.4194444444444,17.2111111111111,18.4,86.1811111111111,2
59,1.06464065614333,1.00092142365506,1.01157353154541,12.2025,12.8422222222222,12.0469444444444,1420.21666666667,1523.33888888889,1533.05555555556,1549.91666666667,68.4444444444444,68.9722222222222,65.5277777777778,65.8611111111111,3632.97222222222,4995.41666666667,2615.97222222222,3268.52777777778,2377.25,3345.08333333333,2877.55555555556,2648.5,432.488888888889,144.091666666667,88.9666666666667,25.5,83.3847222222222,2
60,1.05543712439052,0.994904584773183,0.997388516082114,12.2,12.9119444444444,12.2972222222222,1454.3,1553.28333333333,1513.22777777778,1507.33333333333,66.1666666666667,66.5277777777778,67.8611111111111,67.9444444444444,955.972222222222,2336.83333333333,2032.30555555556,2672.97222222222,2249.83333333333,3257.69444444444,3514.5,3505.69444444444,41.4138888888889,467.5,177.061111111111,113.941666666667,86.4152777777778,2
61,1.10913675396655,0.0024420576596947,1.09835522423381,9.38388888888889,0.06,11.6775,1303.9,1204.7,1478.03888888889,1169.63611111111,63.4444444444444,63.1666666666667,66.3888888888889,64.1388888888889,2696.0,2654.0,1679.0,2030.0,1060.63888888889,1840.52777777778,3300.69444444444,3984.83333333333,46.5694444444444,46.8277777777778,305.483333333333,140.638888888889,113.681111111111,2
62,1.0980054290098,0.993920563525627,0.993473360770636,11.69,12.9241666666667,11.8461111111111,1036.89444444444,1494.58333333333,1532.83055555556,1527.26944444444,67.3611111111111,68.3333333333333,66.3333333333333,66.3055555555556,1518.0,1397.0,2094.88888888889,2505.19444444444,2877.25,4081.80555555556,1811.19444444444,2481.55555555556,217.780555555556,259.686111111111,192.325,354.116666666667,84.5775,2
63,1.05654711121728,1.00036513310761,1.00404602491908,12.2372222222222,12.8769444444444,12.1819444444444,1547.71388888889,1534.91388888889,1522.50555555556,1531.83055555556,67.6666666666667,66.5555555555556,67.1944444444444,67.6111111111111,2287.16666666667,4242.36111111111,2360.08333333333,3176.13888888889,2063.13888888889,3067.41666666667,2740.66666666667,2825.88888888889,434.766666666667,218.686111111111,150.188888888889,24.4916666666667,84.3002777777778,2
64,2.22450728363325,0.530296868645791,0.540319279574294,0.14,12.9,11.53,1383.5,1086.5,1622.3,1022.0,59.6666666666667,61.6944444444444,59.8055555555556,63.5,1637.0,2895.0,5813.0,7081.0,1141.0,2029.0,1420.0,1586.0,46.8638888888889,45.7555555555556,45.7027777777778,42.9611111111111,125.33,2
65,2.06249999999999,0.511238891792995,0.520778537611783,0.14,12.9,12.4466666666667,1383.5,1086.5,1086.4,1022.96666666667,58.1388888888889,61.4444444444444,56.8055555555556,62.0277777777778,1637.0,2895.0,5813.0,7081.0,1141.0,2029.0,1420.0,1586.0,45.0111111111111,47.7055555555556,48.3944444444444,138.991666666667,125.246666666667,2
66,196.283333333333,0.980424962355697,1.00559132497459,0.03,19.5033333333333,0.17,1796.4,1504.21666666667,1175.11944444444,1461.9,58.4722222222222,64.9166666666667,59.3055555555556,59.1111111111111,5326.0,9459.0,2364.91666666667,5722.27777777778,918.333333333333,2295.0,1639.0,3220.0,48.0611111111111,298.444444444444,134.230555555556,45.0388888888889,88.19,2
67,196.5,1.05622071837585,0.933431228585414,0.03,20.26,0.17,1796.4,1627.8,1088.4,1461.9,55.0555555555556,56.1388888888889,62.5833333333333,58.9444444444444,5326.0,9459.0,985.0,1484.0,1370.0,4741.0,1639.0,3220.0,48.5555555555556,48.1527777777778,44.5083333333333,46.7027777777778,88.19,2
68,1.10300614675375,1.01069788797061,1.00894536446626,2.92194444444444,3.19277777777778,2.8625,1484.71111111111,1484.28333333333,1484.38055555556,1484.40277777778,61.8055555555556,63.0,61.0,61.0,3778.86111111111,3797.19444444444,3609.75,3645.0,3436.19444444444,3516.61111111111,3677.55555555556,3449.63888888889,17.4861111111111,10.2,17.0,18.2,86.1205555555555,2
69,1.10942610764199,1.00906258850184,1.01248226950355,2.83416666666667,3.10416666666667,2.77083333333333,1484.96388888889,1484.54722222222,1484.63611111111,1484.70555555556,62.6111111111111,63.0,61.0,61.0,3628.61111111111,3616.25,3635.02777777778,3630.75,3393.75,3505.36111111111,3657.61111111111,3430.58333333333,17.7722222222222,10.2,17.0,18.2,86.1,2
70,1.10147022177922,1.00714013709063,1.0091485205127,2.81055555555556,3.06666666666667,2.76305555555556,1500.66944444444,1485.06666666667,1485.16388888889,1485.2,62.6944444444444,63.0,61.0,61.0,3445.61111111111,3647.69444444444,3613.80555555556,3613.77777777778,3422.97222222222,3491.5,3647.80555555556,3413.52777777778,17.875,10.1944444444444,17.0,18.2,86.07,2
71,1.09239157873479,1.01831109379566,1.02037732169844,2.80611111111111,3.00222222222222,2.69583333333333,1515.60555555556,1485.625,1485.70277777778,1485.73888888889,67.1111111111111,63.0,61.0,61.0,3409.61111111111,3307.47222222222,3339.30555555556,3416.5,3426.58333333333,3468.83333333333,3645.61111111111,3403.02777777778,411.180555555556,9.69999999999999,17.0,18.2,86.0386111111111,2
