,Flatness ratio,Symmetry,Crossflow,Flow Velocity1,Speed of Sound1,Gain2,Gain3,Gain5,Gain8,GainA3,Class Attruibute
45,0.810236641,1.020715613,0.998339277,2.7922855,1484.545167,33.38867167,36.70572833,35.23274833,32.59440167,36.65202,2
46,0.806021987,1.021997366,0.998296407,2.775439,1484.510333,33.400065,36.70898333,35.22298167,32.58789167,36.66341333,2
47,0.809967712,1.018436991,0.998835296,2.775959333,1484.486833,33.387045,36.71061167,35.242515,32.59114833,36.66015833,2
48,0.844738823,1.009206359,0.993241492,7.402803333,1485.314667,33.45214833,36.69596333,35.307615,32.44303667,36.69433667,2
49,0.841192519,1.01095251,0.99869517,6.567438167,1485.153167,33.406575,36.69922,35.262045,32.46907333,36.69759167,2
50,0.843066099,1.011789975,0.99640954,5.635805333,1485.170667,33.39681,36.68294333,35.26367167,32.47884167,36.67643,2
51,0.845390443,1.009864339,0.999607554,5.683813833,1485.095833,33.40494833,36.69270667,35.25390833,32.517905,36.681315,2
52,0.842533651,1.013866792,0.998813203,5.6837655,1485.0175,33.406575,36.67480333,35.25716167,32.47070333,36.67643,2
53,0.847096462,1.011076328,0.998724963,5.701469667,1484.956,33.41308667,36.69759,35.24088667,32.49186,36.68294167,2
54,0.84588528,1.013448459,0.997912313,5.670030333,1484.910833,33.419595,36.69270667,35.25390667,32.496745,36.68945167,2
55,0.841771955,1.01718825,0.996189243,5.673532833,1484.916333,33.41308667,36.69759167,35.26041667,32.50488167,36.687825,2
56,0.845176081,1.011307106,0.99950084,4.784153833,1484.894,33.39843833,36.70898333,35.24739667,32.53906333,36.67968833,2
57,0.841872735,1.015106257,0.998262102,3.811093167,1484.869,33.40820167,36.71875,35.26367167,32.57161667,36.66504,2
58,0.839742724,1.015637198,0.998083839,2.853955333,1484.812667,33.41796833,36.73177,35.25228167,32.62695333,36.66666667,2
59,0.839374064,1.022240175,0.999840192,2.865173,1484.757833,33.41471333,36.72363333,35.249025,32.62695333,36.65853,2
60,0.837514024,1.024246142,1.00257324,2.878005667,1484.701667,33.41796833,36.72851667,35.25716167,32.630205,36.66341333,2
61,0.838307483,1.019474594,1.001507433,2.862934667,1484.685667,33.41796833,36.72526333,35.24576833,32.62044333,36.668295,2
62,0.833332117,1.016161761,1.001544729,2.849616667,1484.668667,33.43261667,36.73502833,35.25390667,32.62369667,36.66504,2
63,0.833823231,1.020365107,1.001423496,2.850713333,1484.647,33.41634167,36.72363333,35.25716167,32.63509,36.66992333,2
64,0.834050065,1.019824825,1.001582914,1.916448833,1484.601667,33.45052167,36.73014333,35.25065167,32.693685,36.668295,2
65,0.798122491,0.997058088,0.996450117,7.984463333,1487.415667,33.37076833,36.687825,35.20344833,32.26725333,36.69107833,2
66,0.799924622,0.997616258,0.995031808,6.253915,1486.878667,33.29589667,36.64550833,35.19043167,32.335615,36.63737333,2
67,0.798916549,1.00403812,0.996619299,6.306681833,1486.2435,33.35124,36.67317667,35.19205833,32.35026,36.65852833,2
68,0.799235936,1.003023701,0.998357661,5.367761833,1485.3975,33.34472833,36.66015833,35.20996167,32.39746167,36.63086,2
69,0.801219336,1.002696171,0.997187363,5.403728,1484.777667,33.32682167,36.668295,35.20019833,32.39257833,36.642255,2
70,0.798570808,0.9998097,0.997294666,5.361664667,1484.5415,33.331705,36.68619833,35.20345167,32.40722667,36.66015667,2
71,0.799757008,0.998486437,0.995664251,5.351520833,1484.932667,33.32682333,36.67317667,35.19856833,32.38281167,36.64551,2
72,0.800251712,1.005464093,0.997054761,5.374648,1485.166833,33.339845,36.66015667,35.20833167,32.40397,36.64876667,2
73,0.795142817,1.001397788,0.995674146,5.333128667,1485.3465,33.33821833,36.65690167,35.19531333,32.39420667,36.64388167,2
74,0.797365903,1.008075253,0.995840038,4.454266,1485.398167,33.34310167,36.67806,35.18554667,32.44140667,36.62923167,2
75,0.794177004,1.005516031,0.997485797,3.586627667,1485.1635,33.352865,36.67155,35.18880167,32.496745,36.63248833,2
76,0.794790947,1.008735199,0.997200028,2.691879833,1484.869833,33.367515,36.69108,35.18229167,32.54557167,36.63737,2
77,0.792313984,1.001393456,0.998659082,2.694248333,1484.7855,33.36426,36.69759,35.180665,32.53255167,36.634115,2
78,0.792928711,1.006294667,0.999665934,2.696691,1484.752667,33.37077,36.69270833,35.20182333,32.55533833,36.64062667,2
79,0.792308769,1.004472331,0.999873449,2.6790055,1484.689,33.37565333,36.68945333,35.18880167,32.54557333,36.634115,2
80,0.793471116,1.009559643,1.001110119,2.691553,1484.638167,33.37890667,36.69596333,35.20019667,32.56184833,36.635745,2
81,0.796729869,1.010570374,0.999028972,2.714849,1484.580167,33.37727833,36.68945333,35.20019667,32.55533833,36.64062667,2
82,0.790194266,1.004195407,0.995537485,1.781262167,1484.490833,33.40983,36.71061,35.20182167,32.62369667,36.65039167,2
